id,first_name,last_name,state,birthday,age,gender,acct_created_date
8412,Gary,Graves,AL,1970-05-09,46,M,2000-03-19
8510,Jason,Fowler,AL,1994-03-03,23,M,2011-01-15
9108,John,Bradshaw,AL,1973-09-09,43,M,2004-07-29
9298,Michael,Mcclain,AL,1996-03-17,20,M,2015-12-26
9355,Lonnie,Williams,AL,1975-12-08,41,M,2002-01-22
9356,Jeremy,Byrd,AL,1955-01-18,62,M,2001-05-31
9585,Henry,Williams,AL,1950-10-27,66,M,2011-12-05
9619,Richard,Hodge,AL,2000-08-19,16,M,2012-04-26
9680,Michael,Barlow,AL,1974-01-08,43,M,2002-06-22
9724,Johnathan,Long,AL,1968-04-08,48,M,2000-03-26
9774,Clyde,Skinner,AL,1988-01-22,29,M,2014-06-15
9826,Anthony,Reese,AL,1986-05-24,30,M,2010-06-16
9828,Linwood,Buchanan,AL,1985-11-25,31,M,2014-11-24
48,Robert,Moore,AK,1950-04-02,66,M,2007-08-26
121,Daniel,Smith,AK,2003-10-28,13,M,2013-02-10
123,Jacob,Freeman,AK,1999-03-12,17,M,2009-07-04
170,James,Lewis,AK,1968-08-05,48,M,2008-02-12
369,Manuel,Meadows,AK,1979-05-17,37,M,2006-02-17
385,Luis,Lopez,AK,1956-08-21,60,M,2001-03-29
499,Dan,Martinez,AK,1960-06-29,56,M,2007-08-16
512,Geoffrey,Clay,AK,1973-08-09,43,M,2006-08-22
521,Rico,Salazar,AK,1980-07-03,36,M,2006-05-20
549,Michael,Nicholson,AK,1995-04-26,21,M,2006-06-24
699,John,Beard,AK,1962-10-23,54,M,2006-02-24
715,Jason,Byrd,AK,1971-03-02,46,M,2012-12-08
790,Kenny,Nicholson,AK,1984-12-18,32,M,2000-11-18
916,John,Green,AK,1999-07-16,17,M,2013-07-07
964,Robert,Wells,AK,1988-09-06,28,M,2011-01-19
1071,Duane,Joyce,AK,2004-07-07,12,M,2015-05-02
1308,John,Jordan,AK,1953-08-23,63,M,2015-08-01
1337,Jonathan,Rivera,AK,1989-02-26,28,M,2010-11-24
1452,Tommy,Griffin,AK,1998-03-19,18,M,2009-06-21
1566,Christopher,Watson,AK,1992-03-09,24,M,2010-10-22
1630,Anthony,Stevenson,AK,1967-09-13,49,M,2011-08-13
1633,Robert,Kirk,AK,1982-09-06,34,M,2007-03-27
1653,Ramon,Graves,AK,1974-08-09,42,M,2008-04-12
1725,Kevin,Jackson,AK,1996-06-29,20,M,2010-01-31
1805,Albert,Clark,AK,1957-08-02,59,M,2004-08-04
1845,James,Glover,AK,1991-07-19,25,M,2001-07-16
2070,Marcus,Weaver,AK,2002-02-06,15,M,2012-03-04
2087,James,Mccullough,AK,1982-07-02,34,M,2000-01-06
2256,Robert,Richards,AK,1964-10-12,52,M,2000-03-28
2368,Michael,Gates,AK,1963-05-25,53,M,2008-06-01
2505,James,Frank,AK,1982-08-03,34,M,2000-11-28
2566,Joseph,Hayes,AK,1974-05-12,42,M,2003-04-15
2647,John,Conley,AK,1979-09-14,37,M,2014-01-22
2888,Gregory,Collins,AK,1958-10-16,58,M,2009-08-10
3113,Keith,Dunn,AK,1991-09-29,25,M,2013-01-24
3288,Thomas,Kirk,AK,1963-05-16,53,M,2004-12-13
3574,Eugene,Mccoy,AK,1967-05-23,49,M,2011-03-04
3677,Edward,Duke,AK,1973-09-11,43,M,2001-12-21
3756,Curtis,Stevenson,AK,1991-09-27,25,M,2006-04-01
3816,Kevin,Scott,AK,1988-12-16,28,M,2015-10-15
3937,Michael,Bishop,AK,1960-04-06,56,M,2002-11-03
3983,Rafael,Brewer,AK,1963-07-25,53,M,2011-07-06
3987,Charles,Mosley,AK,1971-11-11,45,M,2000-08-05
4044,George,Lara,AK,1980-06-27,36,M,2014-06-15
4271,Charles,Jackson,AK,2000-10-09,16,M,2010-02-05
4368,Steven,Shaw,AK,1968-04-09,48,M,2015-12-17
4728,Claude,Gonzales,AK,1985-09-24,31,M,2006-10-28
4887,Michael,Peck,AK,2003-10-02,13,M,2013-07-06
4982,Dean,Phillips,AK,1985-09-09,31,M,2010-07-28
5000,Lorenzo,Williams,AK,1972-02-11,45,M,2001-09-18
5071,Clifton,Franklin,AK,1999-08-24,17,M,2015-03-01
5090,Matthew,Browning,AK,1965-08-22,51,M,2012-03-07
5192,Frank,Walton,AK,1951-02-11,66,M,2008-11-15
5203,Brandon,Hanson,AK,1953-12-06,63,M,2004-02-03
5205,Roger,Woods,AK,1974-11-25,42,M,2007-08-01
5225,Gary,Blanchard,AK,1955-11-24,61,M,2013-08-05
5305,Jackie,Horn,AK,2004-05-06,12,M,2015-11-10
5450,Christopher,Blankenship,AK,1961-10-13,55,M,2010-09-23
5491,Larry,Reynolds,AK,1967-08-02,49,M,2000-12-21
5550,Juan,Sawyer,AK,1995-11-29,21,M,2010-02-28
5597,Rick,Jefferson,AK,2001-01-18,16,M,2013-04-11
5800,Alfredo,Phillips,AK,1999-05-23,17,M,2012-04-07
5910,Edward,Powers,AK,1977-05-02,39,M,2011-09-25
5969,Leroy,Lewis,AK,1964-01-25,53,M,2006-11-22
6030,Kurt,Hernandez,AK,1992-05-08,24,M,2007-11-06
6069,Mitchel,Roberts,AK,1986-06-14,30,M,2014-11-27
6231,Roy,Smith,AK,1961-07-21,55,M,2004-02-13
6326,Eric,Dillard,AK,1979-08-27,37,M,2003-10-23
6360,Lionel,Mayer,AK,1987-10-13,29,M,2007-05-04
6363,Justin,Delacruz,AK,1970-11-30,46,M,2012-09-16
6369,Nicholas,Griffin,AK,1991-02-23,26,M,2012-10-31
6611,Joshua,Robinson,AK,1977-11-23,39,M,2011-05-29
6631,Miles,Long,AK,1980-10-24,36,M,2001-04-23
6749,William,Martin,AK,1988-05-30,28,M,2015-02-19
6864,Carl,Hernandez,AK,1970-03-17,46,M,2007-07-11
6899,Ralph,Gallagher,AK,1965-09-25,51,M,2015-05-28
6920,Robert,Spencer,AK,1952-10-04,64,M,2009-10-02
7032,Jamie,Scott,AK,1959-04-30,57,M,2002-06-14
7040,Allen,Jefferson,AK,1969-03-05,48,M,2006-11-11
7081,Lawrence,Abbott,AK,1984-10-29,32,M,2010-02-03
7185,Joseph,Strickland,AK,1994-03-08,22,M,2007-12-21
7225,David,Schmidt,AK,1986-06-09,30,M,2014-12-10
7303,Johnny,Hicks,AK,1994-02-04,23,M,2010-10-10
7440,Rusty,Strong,AK,1994-07-04,22,M,2010-12-28
7474,Donald,Lee,AK,1985-02-23,32,M,2014-12-14
7639,Leslie,Smith,AK,1986-04-17,30,M,2006-06-21
7758,Sammie,Henderson,AK,1965-05-14,51,M,2011-09-16
7787,Carl,Wong,AK,1991-06-16,25,M,2005-07-13
7799,Harry,Rodriguez,AK,1991-05-02,25,M,2007-03-28
7836,Pete,Macdonald,AK,1976-09-25,40,M,2001-06-03
7930,Shaun,White,AK,2001-08-13,15,M,2011-10-15
8020,Brad,Heath,AK,1997-05-12,19,M,2008-12-23
8028,Brandon,Sanchez,AK,1978-05-23,38,M,2011-04-10
8089,Andrew,Lester,AK,1970-09-29,46,M,2007-10-15
8111,Scott,Holmes,AK,1980-12-21,36,M,2007-06-12
8193,Richard,Brown,AK,1986-06-23,30,M,2006-11-07
8197,James,Miller,AK,1976-11-03,40,M,2008-04-05
8226,Brian,Wilson,AK,1963-06-08,53,M,2011-03-30
8231,Michael,Bean,AK,1963-04-20,53,M,2011-04-05
8313,Alfred,Willis,AK,1953-02-06,64,M,2011-11-03
8388,Harry,Maxwell,AK,1970-04-15,46,M,2001-06-17
8397,Mohamed,Franco,AK,1954-10-23,62,M,2003-09-22
8401,Scott,Taylor,AK,1965-03-30,51,M,2009-08-08
8433,Jay,Bullock,AK,2001-03-26,15,M,2012-12-22
8442,Daniel,Rowe,AK,1971-12-22,45,M,2008-05-18
8557,Kirk,Lopez,AK,1953-07-17,63,M,2001-01-04
8659,Charles,Gray,AK,2004-03-27,12,M,2014-09-20
8676,Charles,Roberts,AK,1987-06-09,29,M,2014-02-23
8717,Bryan,Conner,AK,1996-02-17,21,M,2014-10-27
8725,Byron,Johnson,AK,1967-04-03,49,M,2006-03-14
8848,Patrick,Bryant,AK,1953-09-10,63,M,2015-01-29
8857,Mario,Wilson,AK,1984-11-11,32,M,2008-11-25
8900,Ken,Montgomery,AK,1972-06-26,44,M,2001-04-07
8904,Fred,Rivera,AK,1998-02-02,19,M,2012-01-22
8947,Gerardo,Medina,AK,1969-01-31,48,M,2013-05-31
9245,Charles,George,AK,1998-12-19,18,M,2012-01-31
9276,Robert,Smith,AK,1978-12-05,38,M,2003-06-14
9343,Michael,Turner,AK,1968-11-10,48,M,2006-06-03
9470,Rodolfo,Foley,AK,1978-01-07,39,M,2012-07-02
9972,Jonathan,Thomas,AK,2004-05-09,12,M,2014-09-10
22,Dexter,Wilson,AZ,1980-12-18,36,M,2011-04-04
76,Joseph,Berger,AZ,1959-06-08,57,M,2013-08-21
275,Ernesto,Carroll,AZ,1996-05-15,20,M,2011-03-08
617,Christopher,Arnold,AZ,1953-10-20,63,M,2003-11-15
840,Douglas,Delgado,AZ,1971-12-22,45,M,2011-03-04
862,Daniel,Bolton,AZ,1994-10-24,22,M,2008-02-06
1016,Willie,Nguyen,AZ,1973-03-13,43,M,2001-09-11
1037,Jose,Mitchell,AZ,1995-06-03,21,M,2011-02-27
1105,Anthony,Flynn,AZ,1976-01-06,41,M,2007-12-16
1179,Brian,King,AZ,1964-06-11,52,M,2009-08-11
1203,Ruben,Burnett,AZ,1962-02-16,55,M,2008-11-15
1215,Edward,Anderson,AZ,1977-02-17,40,M,2011-11-30
1290,William,Patterson,AZ,1997-08-15,19,M,2013-07-08
1390,Joshua,Allen,AZ,1980-07-23,36,M,2009-06-06
1682,Rick,Gonzalez,AZ,1960-03-21,56,M,2007-01-23
1742,Don,Pacheco,AZ,1999-07-22,17,M,2011-06-24
1889,Charles,Keith,AZ,1979-05-23,37,M,2000-06-12
1995,George,Collins,AZ,1978-04-29,38,M,2011-05-09
2061,Philip,Chase,AZ,1983-05-04,33,M,2001-03-06
2100,Gary,Romero,AZ,1979-09-22,37,M,2008-01-16
2513,Justin,Zimmerman,AZ,1970-05-23,46,M,2002-05-07
2527,Michael,Smith,AZ,1982-04-25,34,M,2000-12-17
2615,Jonathan,Wilkinson,AZ,1969-07-09,47,M,2001-12-05
2621,Darrell,Benson,AZ,1975-06-04,41,M,2002-09-29
2660,Jeffrey,Freeman,AZ,1970-01-22,47,M,2011-06-18
2810,John,Roberts,AZ,1974-02-23,43,M,2000-07-06
2898,Donald,Perez,AZ,1958-08-22,58,M,2004-08-11
2916,Darrell,Ferguson,AZ,1960-04-23,56,M,2015-01-08
3016,Christopher,Smith,AZ,1960-07-22,56,M,2010-09-27
3182,Mario,Lee,AZ,2004-10-09,12,M,2015-02-15
3402,Jeffrey,Knowles,AZ,1953-11-28,63,M,2001-09-16
3499,Marvin,Miller,AZ,1976-04-27,40,M,2005-02-24
3528,Miguel,Daugherty,AZ,1980-04-07,36,M,2007-04-02
3604,Cody,Blair,AZ,1991-01-12,26,M,2014-02-12
3661,John,Walker,AZ,1971-10-13,45,M,2004-05-07
3748,Jessie,Taylor,AZ,1991-05-06,25,M,2009-03-21
3757,Rick,Hughes,AZ,1995-01-03,22,M,2011-06-12
4392,Leonard,Daniel,AZ,1966-09-15,50,M,2000-01-31
4446,Jared,Miller,AZ,1967-02-07,50,M,2012-12-13
4462,John,Green,AZ,1974-04-15,42,M,2000-03-10
4626,Chad,Moss,AZ,1986-01-15,31,M,2002-04-12
5055,Kenneth,Barrera,AZ,1968-08-28,48,M,2013-04-11
5086,Emery,Edwards,AZ,1966-03-31,50,M,2005-08-07
5209,Donald,Ruiz,AZ,1979-10-19,37,M,2008-05-18
5252,John,Johnson,AZ,1964-04-11,52,M,2002-02-02
5302,Elliott,Shaw,AZ,1967-10-16,49,M,2003-08-14
5541,Nathan,Serrano,AZ,1974-03-05,43,M,2002-09-09
5711,James,Petersen,AZ,1987-10-21,29,M,2008-08-19
5949,Darrin,Hall,AZ,1981-11-22,35,M,2014-03-21
5977,Jose,Booker,AZ,1985-03-29,31,M,2014-12-26
6118,Stephen,Haynes,AZ,2003-01-20,14,M,2013-09-10
6311,Ralph,Terry,AZ,1988-04-06,28,M,2011-10-17
6406,Richard,Moody,AZ,1998-10-05,18,M,2015-11-23
6441,Travis,Mcconnell,AZ,1981-01-04,36,M,2006-03-31
6692,Curtis,Shepard,AZ,1996-07-27,20,M,2006-08-29
6831,Fred,Williams,AZ,1951-02-19,66,M,2009-01-26
6948,Richard,Austin,AZ,1973-02-23,44,M,2000-08-18
6999,Robert,Richard,AZ,1998-03-04,19,M,2013-07-11
7052,Matthew,Whitehead,AZ,1960-02-28,57,M,2012-09-14
7112,Gerald,Wallace,AZ,1973-09-11,43,M,2008-04-18
7317,Matthew,Knight,AZ,1976-07-10,40,M,2005-08-11
7644,Guy,Moore,AZ,1981-11-27,35,M,2000-08-02
7724,Francis,Johnson,AZ,1951-11-08,65,M,2001-03-04
7735,William,Jordan,AZ,1988-01-08,29,M,2002-02-05
7797,Christopher,Merrill,AZ,2000-10-12,16,M,2010-10-02
8066,Mark,Brady,AZ,1994-08-04,22,M,2011-05-03
8265,Keith,Kirby,AZ,1960-01-23,57,M,2015-04-06
8285,John,Cole,AZ,1960-06-29,56,M,2011-09-18
8300,Samuel,Williams,AZ,1961-01-10,56,M,2005-12-20
8362,David,Phillips,AZ,2002-02-27,15,M,2014-03-08
8597,Alan,Ferguson,AZ,1967-07-21,49,M,2004-06-07
8686,Mark,Black,AZ,1974-10-20,42,M,2003-04-24
8693,Gordon,Rodriguez,AZ,1963-05-25,53,M,2002-11-19
8765,Philip,Watson,AZ,1959-10-05,57,M,2014-05-22
8790,Travis,Hardy,AZ,1973-01-09,44,M,2006-10-10
8866,Joe,Melton,AZ,1960-06-22,56,M,2010-03-14
8977,Eddie,Burris,AZ,1954-04-02,62,M,2003-09-23
9004,John,Bowman,AZ,1979-03-03,38,M,2007-07-06
9005,Gerard,Mcdonald,AZ,1951-12-15,65,M,2014-12-25
9214,James,Green,AZ,1959-10-19,57,M,2011-03-16
9278,Lamont,Garza,AZ,1958-03-19,58,M,2013-11-15
9365,Edmond,Green,AZ,1978-11-12,38,M,2002-03-15
9378,James,Moore,AZ,1991-09-07,25,M,2003-01-14
9484,Kerry,Campbell,AZ,1995-11-08,21,M,2006-04-18
9626,Victor,Wolfe,AZ,1976-07-19,40,M,2012-08-17
9692,Christopher,Fox,AZ,2001-10-15,15,M,2014-09-10
9708,Ryan,Moore,AZ,1952-05-14,64,M,2005-07-21
7,Philip,Baker,AR,1995-04-27,21,M,2012-01-30
173,Edward,Oliver,AR,1963-01-04,54,M,2011-12-07
276,Christopher,Davis,AR,1963-11-24,53,M,2004-12-23
281,Charles,Hayes,AR,1972-09-26,44,M,2004-09-10
370,Alex,Martin,AR,1992-03-11,24,M,2005-11-01
513,Vance,Washington,AR,1954-01-03,63,M,2011-12-18
671,John,Young,AR,1954-02-07,63,M,2003-11-02
759,David,Becker,AR,1966-08-10,50,M,2014-05-26
773,Alvin,Haney,AR,1957-08-15,59,M,2003-11-08
939,Anthony,Mayo,AR,1958-10-13,58,M,2011-07-16
951,Robert,Pearson,AR,1952-06-16,64,M,2006-03-30
1099,Evan,Griffin,AR,1976-07-05,40,M,2006-11-09
1274,Bryce,Hernandez,AR,1986-05-20,30,M,2015-12-28
1285,Monte,White,AR,1973-07-04,43,M,2013-03-03
1325,Pedro,Goodman,AR,1988-04-19,28,M,2003-12-05
1344,John,Powell,AR,1955-06-18,61,M,2005-02-16
1388,Michael,Hall,AR,1959-07-21,57,M,2013-08-10
1406,Richard,Mills,AR,1960-10-16,56,M,2012-06-10
1472,Jose,King,AR,1951-06-16,65,M,2000-11-17
1541,John,Shaw,AR,1980-03-07,36,M,2003-03-06
1705,Ronald,Bray,AR,1974-06-17,42,M,2008-03-12
1737,Anthony,Greene,AR,1986-12-02,30,M,2015-09-04
1794,Robert,Simpson,AR,2003-11-28,13,M,2013-02-15
1800,Stephen,King,AR,1978-07-30,38,M,2013-05-13
1958,Michael,Davis,AR,1981-08-27,35,M,2006-03-17
1991,Daren,Mckee,AR,1997-09-05,19,M,2008-08-30
2110,James,Turner,AR,1963-11-19,53,M,2011-02-11
2132,Timmy,Brown,AR,1994-07-09,22,M,2015-12-18
2184,Ronald,Bass,AR,1958-09-05,58,M,2010-03-12
2420,Rory,Brock,AR,1961-11-05,55,M,2010-08-14
2448,Carlos,Willis,AR,1994-06-18,22,M,2007-03-29
2676,Danny,Jones,AR,1955-08-14,61,M,2002-01-14
2750,Larry,Henderson,AR,1993-07-06,23,M,2013-09-05
2820,Jeffrey,Brock,AR,1969-03-17,47,M,2001-06-01
3001,Armando,Mcneil,AR,1976-01-26,41,M,2007-04-18
3096,Scott,Myers,AR,1965-01-03,52,M,2003-02-14
3282,Robert,Johnson,AR,1977-10-31,39,M,2010-03-08
3394,Douglas,Ray,AR,1967-07-17,49,M,2006-05-09
3467,Michael,Beck,AR,1992-08-02,24,M,2003-03-07
3482,Harvey,Morales,AR,1985-08-22,31,M,2014-06-17
3641,Joseph,Holt,AR,1951-02-21,66,M,2007-04-26
3697,Rex,Franks,AR,1967-11-21,49,M,2014-03-02
3734,Benny,Savage,AR,1970-02-15,47,M,2006-03-08
3793,Joseph,Walker,AR,1994-10-15,22,M,2006-06-11
3893,Manuel,Robbins,AR,1997-12-18,19,M,2013-11-24
3895,Stephen,Smith,AR,1967-02-18,50,M,2007-11-12
3928,Eric,Garcia,AR,1991-09-04,25,M,2015-11-29
4022,Vernon,Murray,AR,1978-02-01,39,M,2010-03-10
4106,Frederick,Rice,AR,1974-03-14,42,M,2002-09-24
4264,Andrew,Brooks,AR,1990-02-16,27,M,2002-01-13
4313,Harold,Ward,AR,1980-07-31,36,M,2006-11-04
4372,Michael,Booker,AR,1965-05-31,51,M,2012-10-06
4574,Johnny,Bradshaw,AR,1960-11-28,56,M,2009-03-10
4919,Paul,Whitaker,AR,1950-03-06,67,M,2010-12-07
4976,Timothy,Cruz,AR,1957-04-15,59,M,2014-09-24
5111,Alphonso,Johnson,AR,2002-11-10,14,M,2014-07-25
5199,Joseph,Dotson,AR,1979-05-02,37,M,2000-06-01
5311,Curtis,Hogan,AR,1950-12-08,66,M,2002-02-08
5361,Dennis,Baird,AR,1951-09-09,65,M,2014-12-09
5384,Edwin,Walton,AR,2002-08-23,14,M,2013-08-12
5429,Julian,Torres,AR,1978-05-27,38,M,2015-04-17
5437,Kevin,Cash,AR,1984-09-19,32,M,2014-05-31
5564,Ronald,Day,AR,1951-04-01,65,M,2008-07-24
5947,William,Thomas,AR,1954-02-11,63,M,2010-01-25
6042,Henry,Scott,AR,1951-02-22,66,M,2005-06-11
6106,Johnnie,Gilbert,AR,1960-12-08,56,M,2010-11-03
6495,Gary,Byrd,AR,1966-08-12,50,M,2014-01-24
6598,Randy,O'connor,AR,1958-03-26,58,M,2013-01-25
6599,Eugene,Key,AR,1978-06-10,38,M,2006-11-14
6705,Mark,Ortiz,AR,1954-08-07,62,M,2003-02-20
6940,Jay,Williams,AR,1986-08-07,30,M,2001-04-28
7028,David,Cruz,AR,1993-07-07,23,M,2013-08-04
7145,Scott,Hendricks,AR,1991-08-06,25,M,2007-11-26
7214,Brandon,Bryan,AR,1952-12-20,64,M,2001-04-04
7416,John,Smith,AR,1995-01-26,22,M,2007-04-15
7510,Christopher,Williamson,AR,1983-09-16,33,M,2010-08-13
7759,Michael,Vasquez,AR,1962-10-18,54,M,2013-12-30
8131,Ryan,Payne,AR,1971-01-12,46,M,2006-11-10
8220,Jim,Bowman,AR,1997-08-26,19,M,2015-08-28
8301,Franklin,Fletcher,AR,2000-03-05,17,M,2012-07-22
8422,Charles,Anthony,AR,1976-08-25,40,M,2012-08-31
8434,Rory,Haynes,AR,2000-02-23,17,M,2015-01-30
8519,Doug,Cain,AR,1999-12-25,17,M,2009-04-26
8605,Robert,Keith,AR,1996-01-09,21,M,2007-07-04
8714,Phillip,Wynn,AR,1966-12-13,50,M,2001-11-22
8758,Peter,Miller,AR,1952-02-24,65,M,2008-01-14
8789,Charles,Hickman,AR,1970-03-19,46,M,2002-09-23
8887,Jared,Brown,AR,1977-09-16,39,M,2001-07-03
8928,Jason,Davis,AR,1989-10-23,27,M,2006-06-14
9044,Albert,Garrison,AR,1970-09-01,46,M,2014-07-09
9167,Gary,Maxwell,AR,1962-08-14,54,M,2012-04-26
9199,Marc,Jackson,AR,1998-06-05,18,M,2010-03-29
9487,Edwardo,Elliott,AR,1968-11-14,48,M,2003-07-02
9581,Kevin,Morgan,AR,1989-09-20,27,M,2009-07-27
9602,Albert,Carpenter,AR,1987-12-03,29,M,2000-06-01
9976,Michael,Rodriquez,AR,1954-02-22,63,M,2008-09-12
9991,Ronnie,Long,AR,1963-08-15,53,M,2002-07-27
235,Charles,Cote,CA,1965-01-12,52,M,2015-08-06
379,Fred,Walsh,CA,1979-07-27,37,M,2012-01-04
410,Hector,Roberts,CA,1973-08-21,43,M,2003-09-08
411,Myron,Sullivan,CA,1966-11-28,50,M,2006-09-30
731,David,Riley,CA,1950-08-21,66,M,2006-03-08
1007,Kenneth,Perez,CA,2001-07-17,15,M,2012-06-13
1103,Jeff,Cunningham,CA,1955-12-07,61,M,2003-10-08
1106,James,Estrada,CA,2000-11-14,16,M,2011-07-21
1152,Joaquin,Murray,CA,1956-02-10,61,M,2011-04-08
1155,John,Tate,CA,1953-01-14,64,M,2013-09-16
1326,Mathew,Nixon,CA,1971-10-30,45,M,2014-12-08
1383,Troy,Frazier,CA,2002-11-19,14,M,2014-11-07
1520,Patrick,Watson,CA,1980-09-03,36,M,2012-05-19
1696,Gary,Guy,CA,1991-01-11,26,M,2011-09-11
