id,first_name,last_name,state_id,birthday,age,gender_id,acct_created_date
84,Mark,Johnson,34,1968-01-05,49,1,2010-07-21
85,Elizabeth,Austin,35,2002-01-06,15,2,2014-05-10
86,William,Johnson,35,2004-07-22,12,1,2015-03-10
87,Edmond,Davis,22,1979-06-04,37,1,2007-07-19
88,Helen,Meyer,28,1985-04-22,31,2,2009-11-09
89,Patricia,Barker,43,1983-02-24,34,2,2004-08-07
90,Eric,Smith,15,1956-11-29,60,1,2003-04-27
91,Marvin,Cummings,6,1967-10-15,49,1,2001-03-28
92,Victoria,Walker,25,1958-01-31,59,2,2005-03-22
93,James,Baker,43,1975-02-12,42,1,2005-11-19
94,Wesley,Wright,24,1952-06-03,64,1,2011-07-30
95,Roger,Kelly,14,2004-10-16,12,1,2015-06-02
96,Juan,Williams,48,1972-05-11,44,1,2007-02-07
97,Victor,Nelson,35,1977-03-19,39,1,2001-07-05
98,Samuel,Thompson,36,1990-07-09,26,1,2002-12-29
99,Kari,Stewart,10,1972-09-27,44,2,2000-08-07
100,Emily,Curtis,1,1983-07-31,33,2,2002-10-25
101,Linda,Herrera,21,1974-12-23,42,2,2006-07-28
102,Kevin,Walker,26,1989-05-13,27,1,2000-04-23
103,Gertrude,Orr,27,1973-08-01,43,2,2010-10-11
104,Robert,Green,35,1990-05-18,26,1,2003-02-19
105,Charles,Norman,16,1954-10-23,62,1,2005-09-03
106,David,Parker,34,1952-08-27,64,1,2014-05-03
107,Maria,Good,43,1960-05-15,56,2,2001-07-12
108,Tanya,Anderson,32,1965-05-27,51,2,2014-09-11
109,David,Fitzgerald,39,1958-10-08,58,1,2003-01-26
110,William,Johnson,7,1977-04-28,39,1,2003-04-27
111,German,Singleton,38,1966-12-14,50,1,2010-12-15
112,Lee,Rodriguez,8,1951-04-08,65,1,2010-05-28
113,Eddie,Owen,34,1960-11-03,56,1,2010-03-14
114,Emmett,Pierce,19,1992-07-30,24,1,2013-11-02
115,Kenneth,Caldwell,46,1975-12-01,41,1,2009-05-26
116,Larry,Jennings,37,1986-01-07,31,1,2008-06-14
117,Sandra,Garcia,39,1970-03-20,46,2,2015-12-03
118,Jean,Adams,11,1969-06-23,47,2,2000-08-06
119,Doris,Jackson,7,1953-10-16,63,2,2014-02-01
120,Laura,Briggs,48,1976-05-18,40,2,2012-01-10
121,Daniel,Smith,2,2003-10-28,13,1,2013-02-10
122,Randy,Jacobs,46,1975-10-30,41,1,2007-08-04
123,Jacob,Freeman,2,1999-03-12,17,1,2009-07-04
124,Keith,Navarro,18,2001-03-23,15,1,2013-02-23
125,Laura,Romero,50,1989-11-11,27,2,2006-06-23
126,Natasha,Smith,40,1986-11-06,30,2,2003-09-14
127,Janet,Coleman,16,1998-04-08,18,2,2015-09-12
128,Mary,Edwards,30,1964-07-26,52,2,2003-06-19
129,Angelica,Robinson,31,1987-09-13,29,2,2014-04-09
130,Marcia,Perkins,34,2004-11-01,12,2,2014-05-22
131,Pearl,Williams,43,1956-08-11,60,2,2014-04-29
132,Elizabeth,White,5,1960-10-13,56,2,2004-10-17
133,Dewitt,Booth,25,1959-06-15,57,1,2001-02-26
134,John,Johnson,37,2004-10-09,12,1,2014-05-10
135,Paula,Burns,23,1980-11-17,36,2,2006-04-16
136,Heidi,Ballard,15,1970-11-15,46,2,2011-07-08
137,Kayla,Kirkland,9,1980-04-20,36,2,2004-06-10
138,Amado,Wolfe,8,1975-10-29,41,1,2011-08-12
139,Bobbie,Dixon,25,1957-07-18,59,1,2003-09-13
140,Craig,Rogers,7,1973-10-15,43,1,2011-09-29
141,William,Compton,7,1999-07-24,17,1,2010-12-26
142,Stanley,Woods,25,1951-03-28,65,1,2010-02-01
143,Janette,Martinez,1,1964-09-22,52,2,2001-03-25
144,Richard,Jensen,15,1975-03-01,42,1,2001-05-01
145,Gerald,Jensen,42,1998-07-02,18,1,2009-02-28
146,Lynette,Campbell,11,1987-07-31,29,2,2002-02-03
147,George,Giles,25,1971-12-05,45,1,2003-10-14
148,Fred,Johnson,37,1960-02-17,57,1,2009-03-15
149,John,Williams,22,1980-09-09,36,1,2001-05-14
150,Pamela,Marquez,14,1955-05-07,61,2,2007-08-04
151,Sandra,Knapp,1,1969-07-27,47,2,2009-03-14
152,Rhonda,French,20,2004-07-30,12,2,2015-09-16
153,Vernon,Ray,49,1992-02-23,25,1,2003-01-16
154,Susan,Hinton,28,1964-04-22,52,2,2011-04-26
155,Ashley,Thomas,4,1984-10-26,32,2,2009-03-21
156,Patrick,Thompson,1,1991-06-06,25,1,2010-10-06
157,Elizabeth,Bishop,24,1956-01-24,61,2,2003-09-07
158,Jason,O'neal,42,1950-12-17,66,1,2011-07-04
159,Patricia,Nelson,24,1965-04-06,51,2,2009-04-09
160,Robert,Patrick,41,1954-03-30,62,1,2008-09-28
161,Janet,Campbell,30,2003-07-27,13,2,2014-09-06
162,Erica,Foreman,27,1971-10-04,45,2,2000-01-28
163,Cynthia,Cameron,2,1958-01-02,59,2,2011-03-11
164,Sanford,Wade,14,2001-02-13,16,1,2011-08-03
165,Barbara,Ferguson,5,1976-05-11,40,2,2014-07-26
166,Deborah,Butler,39,2000-11-23,16,2,2014-06-11
167,Juan,Nicholson,47,1981-12-08,35,1,2006-09-26
168,Bryan,Williams,18,1960-06-03,56,1,2005-06-09
169,Kelsey,Hunter,13,1996-07-23,20,2,2012-08-11
170,James,Lewis,2,1968-08-05,48,1,2008-02-12
171,Linda,Fernandez,3,1958-08-25,58,2,2007-09-30
172,Erin,Walls,32,1983-04-10,33,2,2004-06-02
173,Edward,Oliver,4,1963-01-04,54,1,2011-12-07
174,Cindy,Franklin,29,1981-02-13,36,2,2012-08-05
175,Mary,Harris,3,1969-05-23,47,2,2005-08-29
176,Johnathan,Williams,26,1953-12-04,63,1,2012-10-29
177,Joseph,Thomas,41,1960-04-21,56,1,2007-10-22
178,Angela,Frederick,21,1972-10-02,44,2,2000-12-30
179,Charles,James,25,1980-02-25,37,1,2006-07-21
180,Charles,Russell,38,1983-05-16,33,1,2009-06-25
181,Kimberley,Sparks,3,1992-12-25,24,2,2011-10-15
182,Carlos,Williams,7,1951-08-22,65,1,2013-01-06
183,Rosa,Lewis,49,1998-04-07,18,2,2011-12-23
184,Georgette,Duncan,1,1985-12-27,31,2,2008-11-10
185,Rosa,Carter,47,1971-07-18,45,2,2003-09-18
186,Beatrice,Miller,35,1981-02-17,36,2,2005-09-17
187,Mary,Keller,10,1974-12-12,42,2,2010-01-25
188,Louis,Reyes,35,1999-12-05,17,1,2011-01-05
189,Kathleen,Murphy,11,2004-07-14,12,2,2014-06-30
190,Jessica,Hood,29,1980-04-17,36,2,2002-09-22
191,Kevin,Johnson,48,1976-07-08,40,1,2003-09-19
192,Rebecca,Hester,10,1971-05-31,45,2,2001-09-18
193,Jean,Torres,31,1966-06-07,50,1,2013-12-25
194,William,Banks,12,2000-09-02,16,1,2010-10-12
195,Jenifer,William,26,1950-08-27,66,2,2012-09-20
196,Dale,Evans,9,1987-03-01,30,1,2009-08-11
197,Robert,Ramos,35,1958-04-25,58,1,2015-09-17
198,Darlene,Weaver,43,1960-11-25,56,2,2008-03-17
199,Mary,Hogan,9,1956-07-03,60,2,2013-05-10
200,Kathleen,Walsh,40,2003-04-06,13,2,2014-07-18
201,Reed,Peterson,19,1985-10-08,31,1,2006-03-17
202,Mary,Lewis,8,1954-06-11,62,2,2012-01-08
203,Cory,Morgan,22,1995-11-08,21,1,2009-05-12
204,Melvin,Burton,10,1987-12-05,29,1,2010-02-04
205,John,Fowler,11,1994-07-12,22,1,2006-06-17
206,Teresa,Hill,35,1981-04-10,35,2,2012-02-16
207,Nadine,Munoz,6,1951-03-02,66,2,2003-10-09
208,Aisha,Burke,7,1957-07-23,59,2,2015-06-16
209,Sonia,Bailey,27,2002-05-16,14,2,2015-03-22
210,Michael,Bass,28,1968-12-23,48,1,2013-07-19
211,Elaine,Harrison,17,1981-07-05,35,2,2015-11-03
212,Kenneth,Collins,39,1971-09-04,45,1,2013-07-30
213,Monty,Crawford,13,2001-12-10,15,1,2015-05-09
214,Dorothy,Larson,50,1956-10-29,60,2,2011-06-10
215,Diana,Baker,32,1955-07-20,61,2,2002-04-05
216,Sophie,Carter,9,1950-02-15,67,2,2014-11-11
217,Myrtle,Luna,45,1992-12-06,24,2,2003-03-09
218,Ruth,Robinson,20,1966-07-02,50,2,2001-02-12
219,Monique,Alexander,19,1967-05-17,49,2,2006-03-07
220,Juan,Garcia,10,1957-10-09,59,1,2003-05-11
221,Mary,Sullivan,46,2003-01-04,14,2,2015-12-28
222,Terry,Reynolds,24,1973-01-18,44,1,2006-03-30
223,Margaret,Meyers,33,1968-05-14,48,2,2002-10-09
224,Brian,Smith,16,1986-08-19,30,1,2008-08-08
225,Patricia,Myers,5,1962-06-10,54,2,2004-12-14
226,Ruth,Turner,30,1990-03-08,26,2,2006-03-04
227,Regina,Munoz,24,1964-11-21,52,2,2005-07-10
228,Preston,Parker,20,1971-03-15,45,1,2004-02-25
229,Richard,Swanson,44,1991-04-27,25,1,2009-08-09
230,Shari,Thompson,12,1964-03-22,52,2,2010-04-03
231,Carl,Mcdonald,14,1953-02-20,64,1,2007-04-09
232,Juan,Sullivan,32,1978-06-04,38,1,2015-02-15
233,Jorge,Lee,15,2002-01-30,15,1,2014-07-15
234,Everett,Johnson,10,1961-11-03,55,1,2005-04-12
235,Charles,Cote,5,1965-01-12,52,1,2015-08-06
236,Lydia,Hunt,31,1976-10-12,40,2,2004-04-11
237,Beverly,Hurley,26,1999-10-10,17,2,2015-12-30
238,Melvin,Bennett,48,1990-10-20,26,1,2004-12-22
239,Katie,Jones,21,1967-12-24,49,2,2006-10-29
240,Lewis,Garcia,49,1995-03-03,22,1,2005-04-06
241,Ida,Martinez,47,1957-11-18,59,2,2015-09-30
242,Ronald,Mann,11,1989-06-10,27,1,2006-02-03
243,Andrew,Johnson,17,1966-03-26,50,1,2001-01-26
244,Francisco,Mccarthy,25,1993-08-24,23,1,2013-10-13
245,Margaret,Watson,49,1962-08-16,54,2,2011-04-03
246,Joseph,Anderson,9,1986-04-16,30,1,2003-11-03
247,Geneva,Hughes,37,1983-08-24,33,2,2010-11-05
248,Linda,Torres,7,1954-01-20,63,2,2010-01-13
249,Mary,Wilson,14,1961-06-06,55,2,2006-01-07
250,Martha,Russell,30,1983-01-31,34,2,2010-07-11
251,Inez,Brooks,43,1993-04-02,23,2,2014-03-29
252,Matthew,Woodard,15,1984-07-03,32,1,2014-08-28
253,James,Harris,32,1964-05-12,52,1,2015-11-28
254,Beulah,Evans,22,1953-08-15,63,2,2014-05-28
255,Chris,Watson,48,1958-09-16,58,1,2011-01-25
256,Angela,Myers,24,1957-09-20,59,2,2002-01-03
257,Maggie,Owen,3,1960-06-08,56,2,2008-04-04
258,Susan,Williams,31,1987-09-03,29,2,2000-08-03
259,Kathy,Banks,48,1982-07-29,34,2,2010-03-30
260,John,Black,31,1983-08-08,33,1,2010-03-21
261,Ronald,Hunter,1,1998-08-17,18,1,2015-01-19
262,Alfonso,Beasley,50,1960-07-08,56,1,2011-01-19
263,Carmelo,Wheeler,9,1986-03-10,30,1,2008-07-13
264,Veronica,Williams,20,1973-11-15,43,2,2008-08-10
265,Monica,Jones,28,2002-06-28,14,2,2015-04-27
266,David,Steele,44,1986-08-05,30,1,2001-11-19
267,Russell,Castro,28,1951-05-05,65,1,2007-07-03
268,Holly,Ward,45,2001-01-27,16,2,2012-03-17
269,Angie,Craig,14,1963-06-30,53,2,2001-04-20
270,Jason,Wright,21,1972-04-19,44,1,2003-02-10
271,Ella,Trujillo,30,1951-12-26,65,2,2005-01-25
272,Amanda,Davidson,22,1991-09-26,25,2,2006-08-08
273,Denise,Hubbard,45,2000-09-26,16,2,2015-09-28
274,Sylvester,Cox,15,1995-04-01,21,1,2015-05-19
275,Ernesto,Carroll,3,1996-05-15,20,1,2011-03-08
276,Christopher,Davis,4,1963-11-24,53,1,2004-12-23
277,Lloyd,Davis,45,1996-05-06,20,1,2006-01-02
278,Amy,Hale,16,1966-05-24,50,2,2014-01-02
279,Pamela,Heath,4,2001-05-11,15,2,2013-09-19
280,John,Mack,8,1987-10-12,29,1,2002-02-22
281,Charles,Hayes,4,1972-09-26,44,1,2004-09-10
282,Victor,Flowers,47,1989-01-02,28,1,2015-12-31
283,James,Rodriquez,22,1999-10-09,17,1,2015-03-08
284,Wilfred,Horton,33,1976-01-08,41,1,2005-09-15
285,Larry,Dawson,49,1972-05-10,44,1,2007-11-12
286,Barbara,Acevedo,3,1970-04-22,46,2,2004-07-04
287,Tyrone,Bailey,47,1979-08-12,37,1,2007-08-07
288,Joseph,Brown,15,1953-08-05,63,1,2015-04-06
289,Carolyn,Nelson,20,1957-10-05,59,2,2003-06-07
290,Charles,Davis,8,1957-07-15,59,1,2001-05-13
291,Gladys,Steele,35,1998-03-23,18,2,2011-02-19
292,Addie,Perry,20,1974-06-09,42,2,2013-05-16
293,Joy,Lucas,15,2001-09-16,15,2,2014-02-07
294,Eddie,Thomas,6,1964-06-20,52,1,2005-02-23
295,George,Ellis,7,1955-06-28,61,1,2000-01-18
296,Thomas,Mitchell,39,1965-05-30,51,1,2011-07-19
297,Robert,Carroll,29,1977-03-23,39,1,2012-10-28
298,Mary,Wright,3,2004-05-17,12,2,2015-10-21
299,Mark,Levy,36,1999-09-07,17,1,2009-12-26
300,Patricia,Osborne,23,2003-10-20,13,2,2013-02-03
301,Sherry,Sanders,18,1982-10-29,34,2,2010-04-12
302,Debra,Bullock,11,1980-09-27,36,2,2012-04-06
303,Kim,Brooks,20,1952-10-05,64,2,2004-07-08
304,Melissa,Carson,46,1966-04-08,50,2,2014-10-31
305,Christina,Mcbride,38,1989-05-23,27,2,2009-01-10
306,Wendy,Marks,39,1957-10-30,59,2,2006-04-03
307,Derrick,Jefferson,16,1988-10-09,28,1,2011-12-23
308,Julius,Mccormick,39,1962-01-23,55,1,2006-11-17
309,Betty,Brown,36,1999-06-11,17,2,2014-03-09
310,George,Wade,9,2003-11-05,13,1,2013-10-28
311,Jack,Wilkins,16,1961-04-24,55,1,2000-06-11
312,Richard,Moore,26,2001-05-12,15,1,2015-08-21
313,Max,Johnson,32,1977-04-05,39,1,2005-06-13
314,Irene,Casey,42,1973-02-03,44,2,2006-09-20
315,Laura,Smith,50,1998-02-18,19,2,2014-02-13
316,Charles,Ramirez,1,2001-01-12,16,1,2014-04-07
317,Nina,Robinson,18,1986-09-22,30,2,2014-12-14
318,Robert,Campbell,50,1976-03-30,40,1,2009-06-25
319,Ellen,Henderson,21,1999-10-28,17,2,2010-02-18
320,Thomas,Goodman,39,1975-04-13,41,1,2014-05-31
321,Sarah,Olson,22,1998-04-30,18,2,2011-10-16
322,John,Atkins,34,1955-12-23,61,1,2008-10-01
323,Tracy,Jones,50,2001-01-18,16,2,2015-05-08
324,Ken,Woodward,11,1968-02-25,49,1,2007-06-04
325,Patricia,Figueroa,44,1984-11-18,32,2,2013-05-09
326,Gloria,Berry,27,1972-09-20,44,2,2013-04-13
327,Bonnie,Flores,23,1981-04-04,35,2,2012-09-25
328,Jose,Griffin,13,1964-12-04,52,1,2009-05-11
329,Byron,Garner,48,1971-04-03,45,1,2007-01-23
330,James,Bridges,38,1976-05-30,40,1,2013-01-22
331,Lucinda,Baker,46,1977-10-25,39,2,2013-08-15
332,Kevin,Sullivan,8,2001-01-15,16,1,2012-10-03
333,Pedro,Mccall,32,1991-03-15,25,1,2015-02-22
334,Peter,Davis,27,1975-10-04,41,1,2002-07-09
335,Dena,Thompson,26,1970-11-14,46,2,2003-05-07
336,Yvette,Burks,16,1991-05-21,25,2,2010-10-25
337,Tonya,Lopez,49,1977-08-09,39,2,2011-11-06
338,Garland,Garcia,30,1958-07-14,58,1,2011-07-17
339,Wayne,Hunt,10,1973-05-17,43,1,2000-01-23
340,Marc,Gilmore,11,1976-12-15,40,1,2006-01-08
341,William,Vaughn,13,1991-04-05,25,1,2002-02-05
342,Ruby,Barr,20,1977-11-05,39,2,2004-04-26
343,Pedro,Brown,22,1995-01-30,22,1,2015-06-26
344,Mary,Gonzales,48,2001-02-15,16,2,2013-05-19
345,Ronald,Stevenson,35,1960-04-11,56,1,2015-04-05
346,Anna,Ward,40,1978-06-29,38,2,2005-10-04
347,Donald,Yang,37,1991-01-22,26,1,2007-04-11
348,Terri,Robinson,24,1974-02-22,43,2,2001-02-14
349,Elma,Sears,38,1975-02-04,42,2,2014-10-22
350,Earlene,Jarvis,34,1985-06-24,31,2,2004-04-14
351,Hugo,Cochran,43,1956-06-19,60,1,2007-07-31
352,Robert,Durham,29,1989-10-06,27,1,2000-04-17
353,Donald,Rogers,22,1977-06-26,39,1,2012-10-06
354,David,Powers,16,1962-01-08,55,1,2010-08-12
355,Robert,Koch,49,1999-10-11,17,1,2011-07-03
356,Brian,Callahan,21,1995-08-15,21,1,2011-09-12
357,Mildred,Jacobs,7,1999-05-22,17,2,2009-08-17
358,Mae,Murphy,43,1968-04-26,48,2,2004-01-30
359,Joyce,Wallace,3,1956-09-27,60,2,2008-01-14
360,James,Gould,16,1988-10-11,28,1,2000-01-05
361,Heriberto,Rodriguez,48,1951-10-26,65,1,2004-02-20
362,Richard,Elliott,41,1979-04-21,37,1,2015-01-30
363,Richard,Myers,29,1995-11-30,21,1,2011-04-24
364,Mindy,Butler,1,1975-09-05,41,2,2010-04-02
365,Brent,Phelps,35,1989-12-31,27,1,2008-01-10
366,Jeffrey,Allen,37,1997-06-18,19,1,2013-01-01
367,Herbert,Green,46,1998-11-10,18,1,2013-02-26
368,Louise,Olson,6,2003-12-30,13,2,2015-08-15
369,Manuel,Meadows,2,1979-05-17,37,1,2006-02-17
370,Alex,Martin,4,1992-03-11,24,1,2005-11-01
371,Donald,Eaton,25,2004-11-20,12,1,2014-08-25
372,David,Johnson,18,1981-04-11,35,1,2000-05-19
373,James,Collier,14,2002-11-04,14,1,2014-10-23
374,Rodney,Mitchell,30,1994-04-01,22,1,2006-01-03
375,Clayton,Ross,1,1998-01-02,19,1,2011-06-21
376,Darren,Mcgee,25,1973-08-27,43,1,2005-12-13
377,Wanda,Lancaster,20,1971-04-25,45,2,2013-11-13
378,Susan,Wade,40,1953-09-30,63,2,2003-04-28
379,Fred,Walsh,5,1979-07-27,37,1,2012-01-04
380,Wilbert,Cobb,6,1990-05-19,26,1,2011-09-18
381,James,Green,24,1994-04-23,22,1,2009-02-19
382,Henry,Brown,6,1966-08-29,50,1,2014-03-18
383,Lawrence,Taylor,40,1961-01-20,56,1,2001-08-01
384,Stephanie,Martinez,22,1974-06-01,42,2,2009-02-18
385,Luis,Lopez,2,1956-08-21,60,1,2001-03-29
386,Manuel,Parker,22,1961-06-04,55,1,2006-05-21
387,Martin,Green,49,1997-01-13,20,1,2009-12-25
388,Julie,Smith,38,1962-12-08,54,2,2006-06-17
389,Samuel,Chapman,27,1970-04-26,46,1,2015-01-01
390,Donna,Dunn,45,1953-06-01,63,2,2012-11-07
391,Gary,Scott,44,1976-09-30,40,1,2011-04-16
392,Charlie,Kelly,35,1983-04-02,33,1,2015-11-06
393,Douglas,Stewart,28,1962-01-24,55,1,2007-04-20
394,Shawn,White,1,2002-12-19,14,2,2012-08-08
395,Jennifer,Parker,48,1969-10-05,47,2,2009-06-26
396,Jane,Dawson,27,1980-11-10,36,2,2008-08-09
397,Kathleen,Price,48,1978-02-25,39,2,2013-01-22
398,Marilyn,Crosby,6,1950-06-25,66,2,2005-08-08
399,Clarence,Jordan,11,1976-09-08,40,1,2005-09-14
400,Judy,Bond,20,1989-04-16,27,2,2007-05-19
401,Marguerite,Smith,20,1971-10-01,45,2,2007-06-22
402,Wilma,Terry,1,1985-12-08,31,2,2008-10-01
403,Edward,Raymond,1,1962-08-15,54,1,2002-10-14
404,William,Torres,17,1962-11-19,54,1,2008-03-09
405,Aida,Watson,44,1967-06-13,49,2,2014-12-09
406,Daniel,Perez,42,2004-12-11,12,1,2015-03-21
407,Jimmy,Crawford,6,1954-04-11,62,1,2011-08-18
408,Judy,Jackson,12,1982-04-01,34,2,2012-01-25
409,Roberto,Ward,49,1993-01-09,24,1,2008-07-22
410,Hector,Roberts,5,1973-08-21,43,1,2003-09-08
411,Myron,Sullivan,5,1966-11-28,50,1,2006-09-30
412,Allison,Wheeler,38,1992-06-27,24,2,2015-06-08
413,Lisa,Page,18,1960-07-24,56,2,2006-10-13
414,Carlos,Mcconnell,17,1991-10-31,25,1,2001-06-25
415,Michael,Stewart,15,1970-02-12,47,1,2005-07-08
416,Christopher,Ferguson,8,1993-11-05,23,1,2008-05-03
417,Rudolph,Welch,49,1963-08-13,53,1,2008-02-12
418,Jeanette,Ortiz,39,1989-06-29,27,2,2014-11-28
419,Mary,Pierce,19,1987-07-06,29,2,2002-04-13
420,Dorothy,Fowler,48,1976-05-31,40,2,2001-05-23
421,Jack,White,20,1965-12-12,51,1,2015-03-09
422,Juliana,Lee,40,1993-04-24,23,2,2012-05-13
423,Michelle,Howard,7,1970-07-13,46,2,2007-06-07
424,Cindy,Miller,3,1980-05-17,36,2,2008-11-20
425,Martin,Nichols,16,1954-05-05,62,1,2014-06-22
426,Theresa,Ward,35,1983-11-11,33,2,2004-12-20
427,Pearl,Thornton,11,1980-11-02,36,2,2007-08-14
428,Barbara,Rodriguez,13,1955-10-30,61,2,2015-07-24
429,Derek,Ramos,38,1961-01-16,56,1,2001-06-14
430,Eugene,Armstrong,33,1960-06-19,56,1,2005-03-06
431,Donna,Conner,16,2000-05-30,16,2,2013-04-04
432,Reuben,Little,11,1960-06-22,56,1,2002-03-02
433,Alexander,Miller,8,1987-11-15,29,1,2005-11-11
434,Wesley,Peterson,42,1965-08-31,51,1,2004-10-20
435,Brian,Black,48,1998-07-10,18,1,2012-08-26
436,Colleen,Jackson,2,1999-06-04,17,2,2011-07-21
437,Raymond,Cook,48,1972-06-30,44,1,2015-06-15
438,Gerald,Marquez,6,1991-11-22,25,1,2013-09-21
439,Tony,Roman,15,2002-09-17,14,1,2012-06-15
440,Frances,Maldonado,38,1954-05-20,62,2,2004-12-19
441,Nellie,Stone,11,1952-03-19,64,2,2003-05-07
442,Kurt,Sykes,19,1951-11-18,65,1,2015-07-09
443,Martha,Reid,16,1967-02-21,50,2,2000-08-20
444,Raymond,Smith,9,1989-12-24,27,1,2003-02-10
445,Laura,Goodman,39,1983-06-27,33,2,2013-04-16
446,Carlos,Taylor,27,1956-03-30,60,1,2014-08-19
447,Martin,Fletcher,48,1975-10-21,41,1,2006-05-13
