id,first_name,last_name,state_id,birthday,age,gender_id,acct_created_date
35,April,Curry,29,1956-06-10,60,2,2012-05-10
36,Bridget,Sutton,44,1986-09-04,30,2,2015-11-04
37,Karen,Greer,27,1981-06-17,35,2,2010-06-30
38,Angela,Miles,47,1995-08-06,21,2,2006-02-06
39,Heather,Bailey,49,1967-03-08,49,2,2003-03-08
40,Stewart,Jackson,17,1952-03-20,64,1,2014-03-22
41,Willie,Johnson,5,1979-12-24,37,1,2009-05-29
42,Ben,Gonzales,15,1991-08-27,25,1,2012-07-01
43,Lawrence,Jenkins,1,1987-05-22,29,1,2005-09-07
44,Joanne,Myers,16,1990-01-21,27,2,2001-06-02
45,Holly,Gibson,19,1995-11-09,21,2,2013-10-14
46,Jenny,Morgan,31,1961-10-13,55,2,2014-12-27
47,Jose,Fernandez,35,1976-05-27,40,1,2005-05-15
48,Don,Hull,2,1978-05-12,38,1,2008-07-24
49,Linda,Reid,2,1980-04-28,36,2,2006-02-13
50,Joesph,Elliott,32,1966-03-02,51,1,2013-12-15
51,Patrick,Rios,49,1983-09-19,33,1,2008-04-27
52,Nancy,Burris,46,1967-04-08,49,2,2015-11-27
53,Todd,Ramos,11,1976-09-11,40,1,2009-12-15
54,Francisco,Hayes,43,2003-09-15,13,1,2015-07-29
55,Julio,Pittman,32,1967-07-15,49,1,2009-11-07
56,Heather,Burnett,24,1951-06-19,65,2,2011-11-07
57,Samuel,Johnson,12,1962-10-21,54,1,2012-02-06
58,Dominic,Cox,19,1963-08-10,53,1,2013-11-11
59,Thomas,Harrison,47,1973-01-20,44,1,2004-12-02
60,Jack,Davis,45,1961-05-16,55,1,2005-07-25
61,Jim,Allen,9,1958-11-03,58,1,2014-08-15
62,Carolyn,Conley,20,1977-06-18,39,2,2012-04-21
63,Richard,Flores,33,1989-08-20,27,1,2014-04-09
64,Ava,Davis,6,1991-02-14,26,2,2007-04-26
65,Carroll,Miles,36,1959-10-30,57,1,2000-06-14
66,David,Mccullough,2,1994-12-04,22,1,2015-11-21
67,Maria,Johnson,15,1998-02-09,19,2,2010-02-01
68,Joseph,Whitley,14,1957-12-06,59,1,2011-04-07
69,Michael,Guthrie,48,1951-10-11,65,1,2006-05-19
70,Ed,Bell,46,1973-11-02,43,1,2004-01-18
71,Joseph,Rodriguez,19,1964-12-01,52,1,2010-05-04
72,Julio,Hernandez,8,1960-09-08,56,1,2006-12-04
73,Dwight,Robinson,11,1973-10-22,43,1,2008-05-14
74,Sally,Moore,17,1977-05-29,39,2,2003-07-21
75,Isaac,Fowler,23,1957-09-24,59,1,2013-08-05
76,Dan,Freeman,27,1963-11-29,53,1,2010-12-09
77,Ronda,Walsh,14,1961-04-26,55,2,2002-10-26
78,Ivan,Joseph,40,1998-02-26,19,1,2012-06-10
79,Cheryl,Madden,49,1986-05-06,30,2,2014-08-29
80,Robert,Stevens,43,1998-09-25,18,1,2014-04-21
81,Donna,Rodriguez,38,1988-11-14,28,2,2008-10-15
82,Amy,Roach,5,1952-12-17,64,2,2012-12-24
83,Pat,Gates,41,1953-12-08,63,2,2005-06-10
84,Daniel,Williams,28,1973-12-26,43,1,2001-07-28
85,Michael,Nelson,30,1999-02-28,18,1,2014-03-08
86,Charles,Morales,46,1988-08-29,28,1,2000-03-05
87,Rachel,Morales,34,1960-09-22,56,2,2005-12-26
88,Deborah,Little,32,1998-12-28,18,2,2013-02-16
89,Robert,Davis,27,1962-03-13,54,1,2013-04-05
90,Louise,Burke,10,1980-03-19,36,2,2011-12-23
91,James,Hall,47,1960-04-25,56,1,2007-08-17
92,Colin,Joseph,4,1992-09-18,24,1,2003-12-22
93,Rosemarie,Williams,21,1964-10-27,52,2,2000-12-09
94,David,Vazquez,39,1963-11-13,53,1,2012-04-10
95,Dustin,Miller,32,1974-08-28,42,1,2015-10-31
96,Tammy,Ratliff,30,1993-10-25,23,2,2015-10-15
97,David,Robbins,7,1978-12-30,38,1,2014-12-15
98,Guadalupe,Scott,3,1979-04-12,37,2,2001-02-06
99,Joshua,Greene,7,1956-10-09,60,1,2005-01-22
100,Timothy,Moore,11,1995-02-02,22,1,2012-07-04
101,Bradley,Bonner,30,1999-12-08,17,1,2009-04-18
102,Consuelo,Green,15,1950-07-03,66,2,2008-07-12
103,Jess,Anderson,13,1976-10-04,40,1,2006-09-07
104,Jesse,Bell,38,1976-02-12,41,1,2011-08-12
105,Teresa,Richards,21,1950-06-21,66,2,2005-01-16
106,Diego,Nelson,38,1999-11-12,17,1,2011-12-31
107,Gordon,Johnson,31,1957-01-10,60,1,2011-05-17
108,Rebecca,Williams,23,1981-05-01,35,2,2009-07-18
109,Sally,Williams,30,1983-12-29,33,2,2009-03-09
110,David,Greene,48,1976-12-15,40,1,2004-08-16
111,Tommie,Hogan,50,1971-10-19,45,1,2007-01-25
112,Michael,White,24,1959-01-17,58,1,2004-06-24
113,Ashley,Barlow,34,1969-12-06,47,2,2001-06-30
114,Brenda,Campbell,44,1965-06-05,51,2,2009-07-23
115,Robert,White,25,1988-02-11,29,1,2009-11-18
116,Michael,Johnson,3,1974-12-11,42,1,2006-12-10
117,Doris,Sanders,15,1971-05-27,45,2,2005-03-31
118,Chester,Atkins,50,1995-01-17,22,1,2011-03-18
119,Karen,Lawson,48,1972-10-17,44,2,2011-08-14
120,Kevin,Silva,20,1950-08-04,66,1,2006-02-27
121,Stephen,Campbell,24,1960-02-19,57,1,2010-07-18
122,Paul,Mccarty,21,1965-12-23,51,1,2000-04-15
123,Brian,Wilcox,45,1989-02-11,28,1,2001-03-01
124,Jennifer,Hanson,43,1959-08-11,57,2,2010-10-15
125,Elmer,Evans,17,1958-02-01,59,1,2004-01-14
126,Lucile,Parker,23,1969-09-05,47,2,2006-12-09
127,Arthur,Morris,43,1997-09-26,19,1,2007-03-24
128,Leroy,Garcia,3,1987-06-28,29,1,2006-05-08
129,Sherry,Harris,6,1993-03-24,23,2,2011-11-04
130,Gladys,Campbell,11,1976-05-08,40,2,2012-09-25
131,Maria,Lewis,45,1957-02-01,60,2,2015-03-29
132,Allison,Johnson,38,1964-03-20,52,2,2008-11-12
133,Dorothy,Ortiz,18,1968-05-10,48,2,2001-04-28
134,James,Johnson,18,1997-09-30,19,1,2009-09-22
135,Beverly,Walsh,9,1954-03-23,62,2,2008-08-26
136,Stacy,Smith,24,1968-10-15,48,2,2010-08-20
137,Danny,O'neill,42,1997-08-16,19,1,2009-10-15
138,Jeffrey,Gonzalez,47,1970-10-01,46,1,2002-04-14
139,Joseph,Pena,11,2003-01-31,14,1,2013-09-01
140,Stephanie,Craig,3,1987-02-10,30,2,2009-04-18
141,James,Alston,20,1976-06-30,40,1,2004-08-04
142,Jane,Adams,12,2003-02-05,14,2,2015-06-30
143,Virginia,Yang,29,2001-10-02,15,2,2013-01-05
144,Jason,French,31,2000-12-24,16,1,2013-03-17
145,Judy,Pugh,22,1951-02-20,66,2,2003-07-22
146,Lee,Morales,48,1961-02-17,56,1,2004-02-16
147,Sarah,Stone,11,1967-12-23,49,2,2006-02-23
148,Ruth,Henderson,26,1962-06-08,54,2,2002-03-24
149,Patricia,Guzman,39,1979-11-29,37,2,2010-04-10
150,Danny,Garrison,3,1958-03-24,58,1,2001-03-25
151,Adriana,Richardson,38,1993-08-05,23,2,2007-11-06
152,Inez,Martin,34,1972-08-25,44,2,2002-07-19
153,Christine,Colon,40,1965-04-11,51,2,2014-02-20
154,Anthony,Browning,46,1979-02-12,38,1,2004-07-31
155,Joseph,Nunez,40,1997-08-05,19,1,2009-08-12
156,Wilma,Lewis,9,1969-02-08,48,2,2013-09-22
157,Robert,Lane,21,1974-01-31,43,1,2012-11-05
158,Barry,Brown,35,1999-04-23,17,1,2012-11-29
159,Jenifer,Reed,40,1997-10-12,19,2,2013-06-09
160,Elizabeth,Gonzalez,1,1950-04-21,66,2,2012-06-04
161,Nancy,Hernandez,20,1997-09-28,19,2,2010-11-03
162,Jon,Clark,49,1983-11-14,33,1,2012-08-24
163,Olga,Reyes,8,1970-03-20,46,2,2015-04-26
164,Emily,Bernard,31,1955-03-22,61,2,2008-05-27
165,Karen,Whitley,19,1991-11-25,25,2,2008-05-30
166,Ramon,Moon,25,1975-03-25,41,1,2013-10-26
167,Essie,Bell,33,1988-09-29,28,2,2002-06-25
168,Ted,Mitchell,8,1971-05-21,45,1,2001-11-30
169,Christina,Schwartz,21,1975-01-15,42,2,2012-12-28
170,Jessica,Hill,47,1999-10-30,17,2,2011-07-31
171,Carl,Owens,29,1960-06-26,56,1,2002-11-21
172,Hazel,Ortiz,39,1961-05-11,55,2,2006-06-25
173,Elizabeth,James,3,1994-01-13,23,2,2004-10-30
174,John,Lewis,48,1997-06-10,19,1,2012-07-17
175,Jessie,Decker,50,1998-11-26,18,2,2013-11-05
176,Sue,Lara,26,1985-10-19,31,2,2010-12-01
177,Mark,Howard,24,2004-11-09,12,1,2015-05-05
178,Bridget,Chase,23,1986-11-12,30,2,2009-08-31
179,Maria,Bailey,5,1991-03-30,25,2,2011-08-30
180,Jeffery,King,27,1988-08-07,28,1,2011-04-27
181,Robert,Dean,35,1952-10-04,64,1,2008-01-03
182,Beverly,Watson,41,1964-06-22,52,2,2002-10-22
183,Barbara,Edwards,32,1968-10-23,48,2,2009-08-10
184,Robin,Williams,21,1972-03-09,44,2,2012-11-10
185,Frankie,Ramsey,8,1972-03-15,44,1,2004-02-09
186,Stephen,Clark,32,1995-01-14,22,1,2015-03-06
187,Tina,Short,32,1968-07-28,48,2,2012-03-13
188,Ira,Guthrie,5,1982-04-20,34,1,2013-03-27
189,Elizabeth,Benson,12,1999-06-15,17,2,2014-01-30
190,Consuelo,Burns,43,1964-08-31,52,2,2005-10-14
191,Carolyn,Flores,41,1996-06-24,20,2,2014-12-29
192,Gloria,Davis,32,1992-06-09,24,2,2009-05-16
193,Sandra,Carney,21,1979-05-17,37,2,2000-03-15
194,Curt,Malone,3,1994-02-26,23,1,2009-02-08
195,Angela,Goodwin,4,1969-07-01,47,2,2010-07-20
196,Dorothy,Lester,15,1954-10-05,62,2,2005-01-04
197,Gabriel,Richards,28,1999-11-22,17,1,2011-07-17
198,Teresa,Taylor,31,2002-03-02,15,2,2015-07-17
199,Randall,Galloway,1,1979-07-02,37,1,2015-11-13
200,Austin,Hudson,25,1995-12-06,21,1,2005-03-15
201,Alfred,Mitchell,43,1992-03-08,24,1,2011-06-09
202,Daniel,Morales,18,1973-04-18,43,1,2013-06-15
203,Robert,Butler,4,1971-06-03,45,1,2003-12-23
204,Cleo,Wilson,42,1980-04-23,36,1,2015-02-06
205,Madelyn,Mccall,26,1957-07-16,59,2,2005-12-17
206,Irma,Smith,11,1955-07-11,61,2,2007-12-17
207,Theodore,Boone,10,1966-08-28,50,1,2000-04-25
208,Mattie,Smith,50,2004-03-13,12,2,2015-08-06
209,Margret,Burns,26,2000-02-19,17,2,2013-03-29
210,Carlos,Brown,9,1969-04-23,47,1,2013-02-27
211,Gary,Ballard,14,1969-09-03,47,1,2001-05-15
212,Jess,Kirby,40,1983-09-15,33,1,2011-03-16
213,Vivian,Sullivan,41,1982-04-14,34,2,2000-02-15
214,William,Lopez,17,1996-06-26,20,1,2007-05-08
215,Edwin,Lynch,42,1953-12-08,63,1,2006-03-03
216,Tracey,Jones,3,1972-01-11,45,2,2001-12-11
217,Rebecca,Lester,22,1977-01-12,40,2,2009-11-05
218,Erin,Hall,35,1974-09-21,42,2,2010-10-17
219,Michael,Byrd,1,1961-01-01,56,1,2011-02-19
220,Bernice,Young,1,1978-12-30,38,2,2014-06-15
221,Bret,Bird,46,1993-05-31,23,1,2013-12-25
222,Melody,Cooper,32,1978-10-09,38,2,2006-01-04
223,Margaret,Martin,18,1990-07-27,26,2,2010-08-20
224,Evan,Campbell,44,1970-02-28,47,1,2013-05-18
225,Andrea,Albert,4,1999-07-01,17,2,2012-11-17
226,John,Zimmerman,41,1991-02-25,26,1,2014-12-06
227,Erick,Long,39,1970-12-08,46,1,2001-01-18
228,Suzanne,Conner,17,1956-12-31,60,2,2009-02-22
229,Rosa,Campbell,39,1993-10-19,23,2,2007-05-21
230,Gerald,Smith,45,1993-04-24,23,1,2015-11-06
231,Nicole,Hardy,14,1981-04-18,35,2,2005-10-31
232,Patricia,Sanchez,10,1981-09-13,35,2,2000-01-10
233,Eleanor,Gibson,48,1977-08-31,39,2,2010-01-26
234,Deborah,Smith,33,1994-03-19,22,2,2009-01-17
235,Dennis,Sanford,41,1951-03-12,65,1,2001-08-06
236,Daniel,Holloway,21,2000-03-28,16,1,2015-12-11
237,Dennis,Thompson,40,1951-12-23,65,1,2003-12-16
238,Michael,Miller,22,1986-05-04,30,1,2006-08-17
239,Eleanor,Perez,23,1982-09-12,34,2,2007-04-11
240,Carol,Burris,3,1952-07-07,64,2,2006-05-13
241,Leroy,Hopper,17,1987-04-12,29,1,2015-11-19
242,Jeremy,Bell,9,1966-07-08,50,1,2006-04-09
243,Constance,Craig,7,1954-04-05,62,2,2009-12-18
244,Nina,Hall,4,1987-05-12,29,2,2012-07-15
245,Randall,Delgado,5,1991-11-28,25,1,2013-05-04
246,Sylvia,Ruiz,39,1982-07-26,34,2,2001-03-24
247,Thomas,Lewis,41,1958-10-13,58,1,2006-06-08
248,Jill,Harris,40,1968-10-09,48,2,2006-06-20
249,Sheila,Ford,44,1999-12-01,17,2,2013-12-22
250,James,Adams,39,1967-06-26,49,1,2005-04-02
251,Katherine,Jones,5,1981-08-23,35,2,2003-07-17
252,Helen,Mullins,2,1966-12-16,50,2,2014-02-28
253,Robert,Molina,39,1972-06-28,44,1,2007-08-19
254,Mary,Franklin,11,1996-04-06,20,2,2008-03-15
255,David,Miller,48,1967-08-21,49,1,2007-03-24
256,Margery,Clayton,4,1996-10-12,20,2,2014-11-15
257,Alan,Robinson,28,1997-07-20,19,1,2010-01-16
258,Aaron,Allen,20,1992-08-02,24,1,2002-02-01
259,Gerald,Johnson,33,2004-05-31,12,1,2015-02-22
260,Donna,Green,39,1967-10-03,49,2,2003-01-17
261,Hiram,Page,46,1983-11-24,33,1,2004-03-04
262,Stuart,Pearson,33,1972-05-20,44,1,2007-04-06
263,Robert,Peters,10,1973-07-06,43,1,2006-03-03
264,Beatrice,Sanford,32,1959-06-27,57,2,2008-04-12
265,Lucy,Bernard,1,1952-06-22,64,2,2012-12-13
266,Kyle,Hood,30,1975-02-08,42,1,2008-11-24
267,Edward,Jennings,31,1984-04-05,32,1,2003-06-17
268,Charles,Castro,14,1997-12-18,19,1,2014-07-29
269,Natalie,Sullivan,29,1987-06-22,29,2,2012-08-29
270,Marcia,Wright,26,1973-08-14,43,2,2011-09-22
271,Charlotte,Powell,7,1961-06-09,55,2,2003-06-19
272,Frank,Miller,13,1963-11-07,53,1,2007-04-08
273,Frances,Lawrence,37,1962-07-07,54,2,2004-10-12
274,Nancy,Flores,9,2000-03-14,16,2,2011-09-02
275,Lester,Woods,1,1965-03-10,51,1,2011-10-20
276,James,Jordan,9,1960-08-08,56,1,2005-05-07
277,Paul,Murphy,47,1961-05-23,55,1,2001-04-18
278,Anthony,Mcmillan,31,1997-10-03,19,1,2012-01-03
279,Donald,Phillips,13,1965-04-19,51,1,2014-11-12
280,Mary,Mcmillan,15,1985-02-24,32,2,2008-06-21
281,Muriel,Franklin,48,1966-10-10,50,2,2008-10-05
282,Terrie,Price,28,1966-08-08,50,2,2000-02-07
283,Denise,Williams,28,1970-03-17,46,2,2003-02-20
284,Robert,Johnson,47,1957-03-29,59,1,2007-04-27
285,Gerald,Scott,7,1971-10-01,45,1,2003-12-19
286,Amy,Davis,12,1965-12-15,51,2,2003-09-16
287,Kenneth,Barr,41,1974-09-08,42,1,2008-01-24
288,Shirley,Sharpe,31,1956-09-01,60,2,2011-03-31
289,Nathaniel,Smith,23,1991-02-25,26,1,2012-03-18
290,Beverly,Moss,26,1955-06-18,61,2,2000-11-09
291,Clyde,Mclean,8,1970-10-09,46,1,2010-01-26
292,Toby,Holt,3,1984-10-02,32,1,2010-06-12
293,Jenna,Randolph,17,1962-10-02,54,2,2003-11-08
294,Jacqueline,Mckinney,23,2000-08-15,16,2,2014-11-15
295,Debra,West,3,1997-05-03,19,2,2009-12-14
296,Richard,Fletcher,29,1989-02-26,28,1,2003-01-05
297,Millard,Powell,27,1958-11-03,58,1,2010-09-04
298,Donna,Gates,45,1971-03-13,45,2,2005-01-27
299,Brett,O'donnell,24,1993-05-27,23,1,2006-07-07
300,Helen,Riley,41,1966-08-10,50,2,2008-04-08
301,Jesse,Smith,33,1954-06-27,62,1,2003-08-12
302,Brittany,Gilbert,49,1992-12-18,24,2,2005-08-18
303,Stephanie,Barnes,28,1974-07-28,42,2,2002-07-08
304,Shirley,House,40,1992-05-09,24,2,2015-04-07
305,Amber,Alvarado,4,1951-04-20,65,2,2011-03-14
306,John,Davenport,16,1960-08-15,56,1,2015-02-07
307,Mark,Leonard,46,1972-10-30,44,1,2010-03-04
308,Larry,Webb,35,1968-02-03,49,1,2010-12-07
309,Vanessa,Paul,41,1978-05-23,38,2,2006-11-09
310,Julie,Ruiz,39,1995-09-03,21,2,2012-07-05
311,Oliver,Howard,44,1962-02-21,55,1,2013-10-18
312,Gary,Dean,36,1993-09-28,23,1,2014-12-25
313,Carl,Wilson,4,1970-02-17,47,1,2004-08-19
314,Marta,Smith,42,1992-11-17,24,2,2008-04-25
315,Ellen,Hernandez,7,1980-06-22,36,2,2015-04-05
316,Stephen,Greer,38,1989-05-21,27,1,2002-12-30
317,Roy,Sanchez,26,1974-11-16,42,1,2007-04-23
318,Ida,Jones,12,1985-09-26,31,2,2006-10-25
319,Dana,Campbell,5,1990-11-13,26,2,2013-09-24
320,Lara,Bennett,48,1989-11-03,27,2,2014-12-11
321,Jimmy,Bishop,21,1985-06-17,31,1,2001-05-17
322,Shawn,Baker,15,1974-02-12,43,1,2001-03-19
323,Rose,Justice,31,1994-11-25,22,2,2007-07-26
324,Peter,Peterson,1,1990-10-04,26,1,2013-12-18
325,Alice,Johnson,30,1977-07-13,39,2,2015-11-13
326,Ashley,Battle,35,1972-09-17,44,2,2001-03-04
327,Renee,Nichols,11,1988-03-28,28,2,2006-07-07
328,Pamela,Barnett,17,1957-01-23,60,2,2009-12-10
329,Blanche,Massey,14,1959-06-11,57,2,2013-05-01
330,Mary,Santos,13,2002-05-19,14,2,2012-11-20
331,Howard,Skinner,39,1963-02-05,54,1,2007-06-05
332,Jean,Edwards,39,2000-12-20,16,2,2015-11-10
333,Sara,Hernandez,35,1971-09-24,45,2,2002-01-15
334,Joanna,Martinez,25,1982-06-03,34,2,2014-12-08
335,Terrance,Richardson,32,2004-08-10,12,1,2015-11-11
336,David,Welch,28,2003-03-16,13,1,2014-02-01
337,Samuel,Wilson,31,1980-05-19,36,1,2002-03-10
338,Steven,Montgomery,19,1990-11-16,26,1,2012-03-23
339,Dianna,Mejia,29,1969-07-07,47,2,2009-02-18
340,Leon,French,16,1995-06-14,21,1,2011-03-13
341,Jeffrey,Clark,9,1997-10-09,19,1,2009-03-28
342,Milford,Nguyen,11,2001-01-07,16,1,2015-12-16
343,Anna,Serrano,5,1961-02-16,56,2,2000-09-18
344,William,Harris,45,1954-02-18,63,1,2005-12-25
345,Louise,Johnson,32,1982-06-03,34,2,2015-07-21
346,Joan,Whitehead,14,1955-11-05,61,2,2001-01-15
347,Zachery,Greer,8,1956-04-25,60,1,2000-10-10
348,Alicia,Cruz,24,1977-03-02,40,2,2012-01-14
349,Jerry,Daugherty,1,1957-11-04,59,1,2007-06-23
350,Eleanor,Miller,12,1995-02-25,22,2,2012-12-18
351,Roland,Rose,17,1983-12-20,33,1,2015-11-08
352,Patricia,Jacobs,3,1994-04-18,22,2,2014-01-18
353,Charles,Murray,25,2002-04-26,14,1,2012-11-02
354,Ramon,Johnson,27,1978-07-03,38,1,2008-11-15
355,Richard,Marquez,28,1968-02-11,49,1,2012-03-01
356,Fred,Flores,15,1960-04-27,56,1,2007-08-19
357,Janie,Johnson,24,1989-01-13,28,2,2003-11-25
358,David,Rosario,10,1986-09-03,30,1,2002-09-24
359,Charlene,Carroll,2,2002-06-11,14,2,2012-05-13
360,Timothy,Ferrell,2,1961-08-13,55,1,2012-09-04
361,Jerry,Bailey,25,1964-12-25,52,1,2011-05-23
362,Rose,Weiss,24,1962-07-04,54,2,2013-04-21
363,Adam,Lucas,14,1990-08-07,26,1,2010-11-27
364,Earnestine,Scott,2,1964-12-30,52,2,2002-07-05
365,Lynne,Murphy,5,1958-08-19,58,2,2015-01-05
366,Richard,Mitchell,36,1959-08-17,57,1,2006-09-28
367,Timothy,Kelly,2,1969-11-27,47,1,2006-04-24
368,Ida,Walters,27,1976-09-06,40,2,2005-01-09
369,Howard,Taylor,14,1989-12-05,27,1,2000-03-10
370,May,Jackson,33,2001-01-17,16,2,2013-07-08
371,Caroline,Gardner,44,1959-09-05,57,2,2004-10-06
372,Brittany,O'neil,6,1997-10-18,19,2,2015-11-27
373,Tanya,Rodriguez,24,1981-03-31,35,2,2005-10-03
374,Janice,Kirk,42,1958-12-21,58,2,2015-01-20
375,Rosa,Craig,16,1959-08-26,57,2,2012-05-23
376,Daisy,Blair,34,1951-11-30,65,2,2013-03-25
377,Ethel,Brown,31,1953-05-07,63,2,2006-06-12
378,Robert,Walker,48,1976-06-13,40,1,2007-04-23
379,Tiffany,Hall,27,1989-06-23,27,2,2012-07-29
380,Jason,Smith,10,1952-11-24,64,1,2005-01-17
381,Helen,Newman,2,1961-07-03,55,2,2012-10-17
382,Eunice,Ross,35,2003-05-14,13,2,2013-07-29
383,Stanley,Duffy,5,1984-08-26,32,1,2002-07-18
384,Renee,Rice,29,1956-12-25,60,2,2004-11-22
385,Pam,Stevens,19,2004-01-28,13,2,2015-07-31
386,Mary,Walls,47,1960-09-30,56,2,2011-07-19
387,Rick,Kirby,50,1950-01-25,67,1,2008-07-23
388,James,Marsh,30,1972-06-25,44,1,2014-11-17
389,Alfred,Wise,5,1986-02-03,31,1,2003-04-28
390,Reginald,Miller,7,1984-01-28,33,1,2012-03-11
391,Marlene,Fuller,11,1983-06-06,33,2,2002-06-27
392,Bernardo,Wallace,16,1977-05-24,39,1,2005-01-02
393,Patricia,Rivera,21,1971-01-20,46,2,2012-08-26
394,Tracy,Cherry,4,1973-01-25,44,2,2005-02-13
395,June,Phillips,48,1985-02-02,32,2,2009-03-01
396,Beatrice,Robinson,44,1958-02-23,59,2,2000-06-12
397,Evelyn,Ramos,35,1950-04-07,66,2,2007-08-04
398,Roland,Mcintosh,4,1982-04-02,34,1,2008-09-19
399,Judy,Henry,4,1957-11-15,59,2,2004-12-07
400,Herman,Gonzalez,22,1988-01-22,29,1,2015-04-07
401,Brian,Turner,47,1974-07-20,42,1,2008-07-14
402,Matthew,Thornton,44,1985-06-09,31,1,2002-03-24
403,Mike,Stephens,12,1990-01-30,27,1,2011-01-11
404,Paul,Farmer,12,1990-11-02,26,1,2007-07-03
405,Jeanette,Warren,14,1980-12-02,36,2,2006-05-01
406,Jennifer,Rodriguez,22,1999-06-21,17,2,2011-01-01
407,Preston,Maxwell,9,2002-12-08,14,1,2014-03-09
408,David,Holman,37,1979-08-20,37,1,2008-03-10
409,Scotty,Brown,43,1961-11-23,55,1,2008-05-09
410,Angelo,Smith,50,1983-12-31,33,1,2003-02-14
411,Raymond,West,33,1968-05-15,48,1,2013-02-04
412,Julie,Norris,45,1975-04-17,41,2,2015-10-19
413,Matthew,Bowen,1,1986-06-04,30,1,2014-03-16
414,Raymond,Green,21,1970-10-29,46,1,2009-04-17
415,Casey,Mullen,43,1990-02-12,27,1,2001-04-24
416,Jimmie,Lester,46,1979-01-13,38,1,2013-07-24
417,Gloria,Cobb,17,1956-05-31,60,2,2002-11-12
418,Wanda,Fleming,45,1971-09-24,45,2,2012-10-11
419,Gene,Buckner,13,1969-09-20,47,1,2013-12-26
420,Carole,Marshall,36,1955-05-07,61,2,2015-02-17
421,Harry,Gonzalez,21,1993-02-23,24,1,2011-12-15
422,Marissa,Hall,10,1984-12-24,32,2,2001-01-05
423,Yolanda,Hickman,6,1971-01-10,46,2,2005-05-15
424,Glenna,Garcia,43,2000-11-27,16,2,2014-05-24
425,April,Moore,45,1999-09-26,17,2,2012-11-18
426,Margarita,Ingram,43,1987-02-11,30,2,2006-12-14
427,Marcia,Jensen,17,1950-10-18,66,2,2013-09-18
428,Patrick,Parker,1,1962-06-12,54,1,2013-05-10
429,Daniel,Macdonald,33,1963-11-09,53,1,2010-03-27
430,Alfredo,Silva,12,1977-03-30,39,1,2007-05-29
431,Christina,Johnson,46,1994-03-09,22,2,2004-03-18
432,Alicia,Nelson,26,1954-02-04,63,2,2003-04-21
433,Jamie,Jones,22,1955-05-25,61,2,2009-07-13
434,Gordon,Stuart,44,1987-10-07,29,1,2015-01-25
435,Robin,Johnson,29,1975-02-20,42,2,2005-09-14
436,Cornelius,Vincent,44,1987-09-27,29,1,2006-09-08
437,Tamara,Reed,15,1974-04-22,42,2,2009-11-15
438,Jerry,Reyes,1,1980-10-23,36,1,2005-12-17
439,Gordon,Robinson,50,1976-09-26,40,1,2011-08-25
440,Jim,Copeland,27,2001-06-06,15,1,2013-04-11
441,Brian,Garcia,14,1975-09-11,41,1,2008-08-17
442,Mario,Walsh,7,1964-04-19,52,1,2002-12-30
443,Willie,Camacho,2,1972-10-07,44,2,2007-11-06
444,Andrew,Ellis,24,1963-10-01,53,1,2006-12-03
445,Maria,Allen,36,1997-10-29,19,2,2015-04-12
446,Florence,Roberts,10,1960-02-05,57,2,2015-05-04
447,Tommie,Sanchez,9,1991-06-05,25,2,2008-08-16
