id,first_name,last_name,state,birthday,age,gender,acct_created_date
900,James,Wright,HI,1997-08-16,19,M,2013-08-06
1000,David,Bowman,HI,1994-02-17,23,M,2004-12-26
57,Samuel,Johnson,ID,1962-10-21,54,M,2012-02-06
403,Mike,Stephens,ID,1990-01-30,27,M,2011-01-11
404,Paul,Farmer,ID,1990-11-02,26,M,2007-07-03
430,Alfredo,Silva,ID,1977-03-30,39,M,2007-05-29
611,James,Jackson,ID,1965-07-30,51,M,2011-03-21
711,Abe,Lindsey,ID,1953-09-29,63,M,2001-06-02
749,John,Franks,ID,1986-09-05,30,M,2000-06-26
910,Samuel,Munoz,ID,1959-04-12,57,M,2014-12-03
103,Jess,Anderson,IL,1976-10-04,40,M,2006-09-07
272,Frank,Miller,IL,1963-11-07,53,M,2007-04-08
279,Donald,Phillips,IL,1965-04-19,51,M,2014-11-12
419,Gene,Buckner,IL,1969-09-20,47,M,2013-12-26
541,Cedric,Gomez,IL,1990-05-04,26,M,2014-07-20
660,Derrick,Washington,IL,1979-09-17,37,M,2005-09-03
924,Chad,Carter,IL,1980-10-04,36,M,2004-01-13
961,James,Klein,IL,2002-11-24,14,M,2012-02-24
975,Robert,Murray,IL,1996-11-02,20,M,2014-07-30
68,Joseph,Whitley,IN,1957-12-06,59,M,2011-04-07
211,Gary,Ballard,IN,1969-09-03,47,M,2001-05-15
268,Charles,Castro,IN,1997-12-18,19,M,2014-07-29
363,Adam,Lucas,IN,1990-08-07,26,M,2010-11-27
369,Howard,Taylor,IN,1989-12-05,27,M,2000-03-10
441,Brian,Garcia,IN,1975-09-11,41,M,2008-08-17
593,Nicholas,Johns,IN,1974-02-22,43,M,2005-09-02
596,John,Williamson,IN,1967-10-23,49,M,2012-03-26
751,David,Rhodes,IN,1954-02-26,63,M,2001-11-28
861,Robert,Dyer,IN,1994-11-14,22,M,2004-10-23
985,Carl,Lewis,IN,1968-09-24,48,M,2007-08-05
42,Ben,Gonzales,IA,1991-08-27,25,M,2012-07-01
322,Shawn,Baker,IA,1974-02-12,43,M,2001-03-19
356,Fred,Flores,IA,1960-04-27,56,M,2007-08-19
467,Mike,Robinson,IA,1953-05-27,63,M,2011-08-01
542,Emilio,Trujillo,IA,1970-01-13,47,M,2006-07-17
574,Kent,Bryant,IA,1956-12-10,60,M,2003-01-31
623,Nathaniel,Greene,IA,1986-11-02,30,M,2014-04-17
871,Walter,Drake,IA,1955-03-19,61,M,2005-01-01
928,Joseph,Wiley,IA,1979-07-11,37,M,2009-12-06
957,Jay,Ramsey,IA,1984-04-12,32,M,2004-10-20
306,John,Davenport,KS,1960-08-15,56,M,2015-02-07
340,Leon,French,KS,1995-06-14,21,M,2011-03-13
392,Bernardo,Wallace,KS,1977-05-24,39,M,2005-01-02
890,Ted,Taylor,KS,1969-08-11,47,M,2009-07-31
925,John,Ross,KS,1957-02-16,60,M,2009-08-13
949,William,Wheeler,KS,1956-12-18,60,M,2002-10-28
18,Scott,Mercado,KY,1980-11-21,36,M,2008-04-11
40,Stewart,Jackson,KY,1952-03-20,64,M,2014-03-22
125,Elmer,Evans,KY,1958-02-01,59,M,2004-01-14
214,William,Lopez,KY,1996-06-26,20,M,2007-05-08
241,Leroy,Hopper,KY,1987-04-12,29,M,2015-11-19
351,Roland,Rose,KY,1983-12-20,33,M,2015-11-08
485,Roland,Robinson,KY,1996-02-08,21,M,2011-06-12
557,Norman,Anderson,KY,2003-01-15,14,M,2015-07-29
648,William,Carter,KY,1955-07-15,61,M,2002-05-22
721,Michael,Powell,KY,1983-04-28,33,M,2014-01-26
799,Russell,Riley,KY,1999-10-16,17,M,2010-10-29
829,Matthew,Johnson,KY,1971-04-03,45,M,2007-12-27
867,Timothy,Cooper,KY,1961-08-24,55,M,2015-11-07
134,James,Johnson,LA,1997-09-30,19,M,2009-09-22
202,Daniel,Morales,LA,1973-04-18,43,M,2013-06-15
550,Martin,Palmer,LA,1978-02-15,39,M,2005-07-08
794,Roy,Collins,LA,2000-01-28,17,M,2014-05-04
846,Randal,Weber,LA,1986-11-16,30,M,2013-06-13
853,Mark,Garza,LA,1952-03-05,65,M,2015-03-02
862,Hector,Stewart,LA,1959-08-30,57,M,2004-07-08
888,Leon,Perez,LA,1979-01-12,38,M,2007-10-23
897,Ernest,Taylor,LA,1985-10-08,31,M,2004-02-11
58,Dominic,Cox,ME,1963-08-10,53,M,2013-11-11
71,Joseph,Rodriguez,ME,1964-12-01,52,M,2010-05-04
338,Steven,Montgomery,ME,1990-11-16,26,M,2012-03-23
585,Stephen,Delacruz,ME,1967-09-08,49,M,2003-04-02
714,Chris,Montgomery,ME,1964-09-12,52,M,2015-05-17
728,Alejandro,Lawson,ME,1950-10-01,66,M,2009-05-23
941,Anthony,Thompson,ME,2000-04-15,16,M,2012-08-15
28,Timothy,Butler,MD,1992-08-05,24,M,2007-01-03
120,Kevin,Silva,MD,1950-08-04,66,M,2006-02-27
141,James,Alston,MD,1976-06-30,40,M,2004-08-04
258,Aaron,Allen,MD,1992-08-02,24,M,2002-02-01
568,James,Caldwell,MD,1960-03-23,56,M,2007-08-24
625,Daniel,Ryan,MD,1986-06-29,30,M,2007-10-04
632,Thomas,Young,MD,1990-10-05,26,M,2008-10-02
748,Marion,Murphy,MD,1973-06-15,43,M,2014-10-10
798,Edward,Lawrence,MD,1992-02-14,25,M,2011-03-11
122,Paul,Mccarty,MA,1965-12-23,51,M,2000-04-15
157,Robert,Lane,MA,1974-01-31,43,M,2012-11-05
236,Daniel,Holloway,MA,2000-03-28,16,M,2015-12-11
321,Jimmy,Bishop,MA,1985-06-17,31,M,2001-05-17
414,Raymond,Green,MA,1970-10-29,46,M,2009-04-17
421,Harry,Gonzalez,MA,1993-02-23,24,M,2011-12-15
571,Steve,Davis,MA,1960-01-16,57,M,2009-02-28
929,Calvin,West,MA,1994-05-24,22,M,2009-04-14
238,Michael,Miller,MI,1986-05-04,30,M,2006-08-17
400,Herman,Gonzalez,MI,1988-01-22,29,M,2015-04-07
472,John,Johnson,MI,1955-04-04,61,M,2000-02-06
684,Dave,Santos,MI,1960-07-28,56,M,2013-05-26
75,Isaac,Fowler,MN,1957-09-24,59,M,2013-08-05
289,Nathaniel,Smith,MN,1991-02-25,26,M,2012-03-18
594,Hugh,Davis,MN,1957-12-12,59,M,2008-01-10
716,Jose,Barrett,MN,1985-04-22,31,M,2013-03-08
821,Joseph,Miller,MN,1959-12-31,57,M,2002-07-13
857,James,Goodwin,MN,1967-11-28,49,M,2014-11-20
874,Gene,Jones,MN,1986-12-07,30,M,2000-06-20
915,Ronald,Beck,MN,1964-02-08,53,M,2011-12-04
953,Brian,Campbell,MN,1950-12-07,66,M,2011-06-03
112,Michael,White,MS,1959-01-17,58,M,2004-06-24
121,Stephen,Campbell,MS,1960-02-19,57,M,2010-07-18
177,Mark,Howard,MS,2004-11-09,12,M,2015-05-05
299,Brett,O'donnell,MS,1993-05-27,23,M,2006-07-07
444,Andrew,Ellis,MS,1963-10-01,53,M,2006-12-03
599,Trent,Hill,MS,2001-12-19,15,M,2012-05-11
896,Joseph,Gonzalez,MS,1987-05-04,29,M,2008-07-10
951,Brent,Carr,MS,1986-11-07,30,M,2000-01-30
997,Cory,Dorsey,MS,1974-10-18,42,M,2005-11-05
115,Robert,White,MO,1988-02-11,29,M,2009-11-18
166,Ramon,Moon,MO,1975-03-25,41,M,2013-10-26
200,Austin,Hudson,MO,1995-12-06,21,M,2005-03-15
353,Charles,Murray,MO,2002-04-26,14,M,2012-11-02
361,Jerry,Bailey,MO,1964-12-25,52,M,2011-05-23
526,William,Smith,MO,1967-02-17,50,M,2013-10-23
685,Van,Robinson,MO,1961-02-25,56,M,2008-10-12
690,Allen,Marks,MO,1953-10-05,63,M,2003-11-26
725,Charles,Ramirez,MO,1960-03-18,56,M,2001-10-01
762,Thomas,Snow,MO,1972-08-09,44,M,2014-02-05
769,John,Lopez,MO,1999-05-17,17,M,2015-03-25
813,Jerry,Hahn,MO,1965-12-26,51,M,2006-06-28
317,Roy,Sanchez,MT,1974-11-16,42,M,2007-04-23
552,Stephen,Burks,MT,1988-07-19,28,M,2006-03-02
559,Quentin,Larson,MT,2004-11-14,12,M,2014-07-19
650,Ray,Campbell,MT,2001-03-23,15,M,2011-12-01
995,Andrew,Carlson,MT,1953-09-26,63,M,2006-02-03
30,Jeff,Washington,NE,1952-06-28,64,M,2013-07-27
76,Dan,Freeman,NE,1963-11-29,53,M,2010-12-09
89,Robert,Davis,NE,1962-03-13,54,M,2013-04-05
180,Jeffery,King,NE,1988-08-07,28,M,2011-04-27
297,Millard,Powell,NE,1958-11-03,58,M,2010-09-04
354,Ramon,Johnson,NE,1978-07-03,38,M,2008-11-15
440,Jim,Copeland,NE,2001-06-06,15,M,2013-04-11
517,Ronald,Guzman,NE,1996-02-02,21,M,2008-03-19
565,Thomas,Flynn,NE,1991-06-10,25,M,2013-04-13
580,Jose,Perez,NE,1969-11-25,47,M,2003-10-30
753,Dennis,Thompson,NE,1966-10-15,50,M,2000-03-23
804,Charles,Reid,NE,1997-05-01,19,M,2013-04-07
880,Raymond,Ramirez,NE,2000-09-05,16,M,2014-04-14
934,Ronald,Johnson,NE,1961-04-24,55,M,2014-01-09
84,Daniel,Williams,NV,1973-12-26,43,M,2001-07-28
197,Gabriel,Richards,NV,1999-11-22,17,M,2011-07-17
257,Alan,Robinson,NV,1997-07-20,19,M,2010-01-16
336,David,Welch,NV,2003-03-16,13,M,2014-02-01
355,Richard,Marquez,NV,1968-02-11,49,M,2012-03-01
578,David,Mendoza,NV,1988-06-29,28,M,2002-04-12
615,Shane,Wall,NV,1970-10-20,46,M,2012-01-09
737,Juan,William,NV,1981-05-31,35,M,2005-02-15
778,George,Lewis,NV,1961-02-11,56,M,2004-07-31
171,Carl,Owens,NH,1960-06-26,56,M,2002-11-21
296,Richard,Fletcher,NH,1989-02-26,28,M,2003-01-05
553,Patrick,Brown,NH,1952-02-04,65,M,2012-01-29
713,Angel,Dorsey,NH,1985-03-20,31,M,2001-12-12
757,Patrick,Gray,NH,1958-04-14,58,M,2015-06-25
796,Jason,Jones,NH,1982-06-25,34,M,2004-12-28
805,James,Clark,NH,1990-08-04,26,M,2010-03-23
832,Marvin,Mcdonald,NH,1983-10-13,33,M,2004-04-14
85,Michael,Nelson,NJ,1999-02-28,18,M,2014-03-08
101,Bradley,Bonner,NJ,1999-12-08,17,M,2009-04-18
266,Kyle,Hood,NJ,1975-02-08,42,M,2008-11-24
388,James,Marsh,NJ,1972-06-25,44,M,2014-11-17
543,Anthony,Parks,NJ,1971-07-17,45,M,2004-12-24
678,Paul,Richard,NJ,1998-02-24,19,M,2010-03-10
708,Richard,Wilson,NJ,1998-02-19,19,M,2013-01-23
727,Theodore,Smith,NJ,1982-10-02,34,M,2002-06-05
732,Gregory,Becker,NJ,1994-01-25,23,M,2015-09-11
770,Charles,Keith,NJ,1997-02-02,20,M,2008-06-28
837,Christopher,Lewis,NJ,1986-04-08,30,M,2005-02-16
885,Russell,Walker,NJ,1978-11-09,38,M,2005-04-13
903,Charles,Barnes,NJ,2001-09-11,15,M,2015-12-04
974,Miles,Phillips,NJ,1999-04-12,17,M,2014-02-20
994,Aaron,Walker,NJ,1955-02-08,62,M,2007-03-19
107,Gordon,Johnson,NM,1957-01-10,60,M,2011-05-17
144,Jason,French,NM,2000-12-24,16,M,2013-03-17
267,Edward,Jennings,NM,1984-04-05,32,M,2003-06-17
278,Anthony,Mcmillan,NM,1997-10-03,19,M,2012-01-03
337,Samuel,Wilson,NM,1980-05-19,36,M,2002-03-10
616,Theodore,Freeman,NM,1981-09-19,35,M,2007-08-26
740,Thomas,Henry,NM,1967-04-20,49,M,2013-11-10
849,Perry,Cannon,NM,2001-03-04,16,M,2012-07-15
950,Joseph,Walker,NM,1950-03-29,66,M,2011-05-09
956,Jack,Medina,NM,1981-06-21,35,M,2015-01-05
50,Joesph,Elliott,NY,1966-03-02,51,M,2013-12-15
55,Julio,Pittman,NY,1967-07-15,49,M,2009-11-07
95,Dustin,Miller,NY,1974-08-28,42,M,2015-10-31
186,Stephen,Clark,NY,1995-01-14,22,M,2015-03-06
335,Terrance,Richardson,NY,2004-08-10,12,M,2015-11-11
499,Aaron,Walker,NY,1961-02-17,56,M,2014-05-24
939,Patrick,Day,NY,1985-06-26,31,M,2014-09-25
63,Richard,Flores,NC,1989-08-20,27,M,2014-04-09
259,Gerald,Johnson,NC,2004-05-31,12,M,2015-02-22
262,Stuart,Pearson,NC,1972-05-20,44,M,2007-04-06
301,Jesse,Smith,NC,1954-06-27,62,M,2003-08-12
411,Raymond,West,NC,1968-05-15,48,M,2013-02-04
429,Daniel,Macdonald,NC,1963-11-09,53,M,2010-03-27
747,Antonio,Wood,NC,1990-11-29,26,M,2008-12-31
460,Daniel,Anthony,ND,1969-06-06,47,M,2001-02-14
483,Arturo,Faulkner,ND,1975-07-14,41,M,2012-02-05
595,Arthur,Davis,ND,2000-01-05,17,M,2013-09-21
604,Bryan,Stephens,ND,1982-04-14,34,M,2002-11-08
802,Bret,Dejesus,ND,1983-10-13,33,M,2000-07-02
47,Jose,Fernandez,OH,1976-05-27,40,M,2005-05-15
158,Barry,Brown,OH,1999-04-23,17,M,2012-11-29
181,Robert,Dean,OH,1952-10-04,64,M,2008-01-03
308,Larry,Webb,OH,1968-02-03,49,M,2010-12-07
473,Daryl,Davis,OH,1985-11-14,31,M,2005-07-07
731,Alan,Taylor,OH,1983-06-01,33,M,2010-10-13
763,Jay,Jacobs,OH,1970-03-28,46,M,2001-05-10
773,Mark,James,OH,1950-08-13,66,M,2005-09-06
775,Jason,Roberts,OH,1969-04-25,47,M,2010-01-02
904,Al,Logan,OH,1952-09-20,64,M,2010-01-24
919,Ralph,Maldonado,OH,1979-12-01,37,M,2002-03-10
962,Chad,Stanley,OH,1981-09-09,35,M,2012-04-17
65,Carroll,Miles,OK,1959-10-30,57,M,2000-06-14
312,Gary,Dean,OK,1993-09-28,23,M,2014-12-25
366,Richard,Mitchell,OK,1959-08-17,57,M,2006-09-28
583,Gary,Poole,OK,1982-10-14,34,M,2010-01-24
667,Gary,Woodward,OK,1963-04-11,53,M,2012-04-26
755,James,Wright,OK,1991-09-16,25,M,2011-10-02
937,Calvin,Parker,OK,1998-02-12,19,M,2010-05-26
958,Manuel,Walker,OK,1990-09-29,26,M,2011-03-27
998,Kris,Ellison,OK,1954-09-02,62,M,2012-12-14
408,David,Holman,OR,1979-08-20,37,M,2008-03-10
498,Edward,Cunningham,OR,2003-09-23,13,M,2014-08-21
697,Edward,Pierce,OR,1972-09-19,44,M,2000-09-24
917,Robert,Dotson,OR,1987-01-26,30,M,2011-01-11
104,Jesse,Bell,PA,1976-02-12,41,M,2011-08-12
106,Diego,Nelson,PA,1999-11-12,17,M,2011-12-31
316,Stephen,Greer,PA,1989-05-21,27,M,2002-12-30
455,Ramon,Wright,PA,2000-09-19,16,M,2015-07-25
475,Adam,Martin,PA,1987-12-16,29,M,2014-11-19
600,Kenneth,Davis,PA,1967-04-03,49,M,2011-06-03
729,Tyler,Roman,PA,2003-03-15,13,M,2013-05-17
810,John,Jones,PA,1971-07-25,45,M,2000-02-03
814,Edward,Hopper,PA,1964-02-22,53,M,2009-02-22
930,Jerry,Barnes,PA,1972-04-07,44,M,2008-04-15
955,David,Schwartz,PA,1968-11-28,48,M,2013-05-18
94,David,Vazquez,RI,1963-11-13,53,M,2012-04-10
227,Erick,Long,RI,1970-12-08,46,M,2001-01-18
250,James,Adams,RI,1967-06-26,49,M,2005-04-02
253,Robert,Molina,RI,1972-06-28,44,M,2007-08-19
331,Howard,Skinner,RI,1963-02-05,54,M,2007-06-05
449,William,Jones,RI,1978-01-21,39,M,2005-07-16
609,Brian,Green,RI,1986-12-20,30,M,2003-06-17
668,Reginald,Roberts,RI,1967-03-25,49,M,2000-09-24
722,Charles,Haynes,RI,1978-01-06,39,M,2004-06-06
723,Russell,Jones,RI,1967-12-24,49,M,2007-04-22
736,Leroy,Webb,RI,1958-11-23,58,M,2013-05-17
764,Ryan,Lynn,RI,1990-09-10,26,M,2001-02-10
873,Jerome,Valencia,RI,2000-01-08,17,M,2011-07-29
78,Ivan,Joseph,SC,1998-02-26,19,M,2012-06-10
155,Joseph,Nunez,SC,1997-08-05,19,M,2009-08-12
212,Jess,Kirby,SC,1983-09-15,33,M,2011-03-16
237,Dennis,Thompson,SC,1951-12-23,65,M,2003-12-16
561,Carlos,Merrill,SC,1983-02-09,34,M,2003-05-15
652,Eugenio,Boyd,SC,1957-07-30,59,M,2015-09-17
824,Wayne,Hernandez,SC,2000-05-30,16,M,2011-01-23
839,David,Francis,SC,2000-01-31,17,M,2011-04-27
852,Nicholas,Hoffman,SC,1984-05-31,32,M,2011-02-10
980,Leroy,Johnson,SC,1951-02-28,66,M,2004-10-15
226,John,Zimmerman,SD,1991-02-25,26,M,2014-12-06
235,Dennis,Sanford,SD,1951-03-12,65,M,2001-08-06
247,Thomas,Lewis,SD,1958-10-13,58,M,2006-06-08
287,Kenneth,Barr,SD,1974-09-08,42,M,2008-01-24
497,Robert,Phillips,SD,1970-08-14,46,M,2002-08-27
500,Joseph,Smith,SD,1971-02-10,46,M,2009-12-03
514,Conrad,Chambers,SD,1992-10-10,24,M,2015-10-13
584,Rex,Lucas,SD,1977-08-25,39,M,2011-09-06
734,Kenneth,Chang,SD,1986-07-15,30,M,2014-07-21
869,Leonard,Dudley,SD,1951-11-02,65,M,2007-12-08
905,Jesse,Matthews,SD,1985-12-29,31,M,2002-08-15
940,William,Brown,SD,1958-04-01,58,M,2008-09-30
968,Gerard,Anderson,SD,2003-08-17,13,M,2014-07-19
137,Danny,O'neill,TN,1997-08-16,19,M,2009-10-15
204,Cleo,Wilson,TN,1980-04-23,36,M,2015-02-06
215,Edwin,Lynch,TN,1953-12-08,63,M,2006-03-03
661,Henry,Caldwell,TN,1967-05-10,49,M,2005-11-24
683,Douglas,Workman,TN,1994-04-14,22,M,2005-07-20
752,William,Chavez,TN,1962-07-19,54,M,2007-04-17
779,Mark,Hart,TN,1962-05-29,54,M,2008-06-04
838,Johnny,Barnes,TN,1999-09-02,17,M,2015-11-23
54,Francisco,Hayes,TX,2003-09-15,13,M,2015-07-29
80,Robert,Stevens,TX,1998-09-25,18,M,2014-04-21
127,Arthur,Morris,TX,1997-09-26,19,M,2007-03-24
201,Alfred,Mitchell,TX,1992-03-08,24,M,2011-06-09
409,Scotty,Brown,TX,1961-11-23,55,M,2008-05-09
415,Casey,Mullen,TX,1990-02-12,27,M,2001-04-24
461,John,Buck,TX,1967-02-06,50,M,2007-02-23
492,Johnny,Logan,TX,1962-06-17,54,M,2004-07-13
501,Christopher,Pierce,TX,1963-08-03,53,M,2003-09-06
510,Ricardo,Larson,TX,1976-06-23,40,M,2012-05-07
527,Michael,Scott,TX,1959-08-15,57,M,2004-04-21
654,William,Shelton,TX,1974-02-06,43,M,2007-04-15
733,Keith,Welch,TX,1962-03-14,54,M,2009-05-14
781,Terry,Calhoun,TX,1953-01-02,64,M,2014-06-20
912,Andrew,Jones,TX,1998-11-09,18,M,2010-04-01
947,Bruce,Anderson,TX,1964-09-12,52,M,2000-06-01
954,James,Bailey,TX,1996-06-18,20,M,2007-11-09
993,John,Roberts,TX,1994-07-12,22,M,2007-06-24
15,Roger,Harrington,UT,1970-05-26,46,M,2000-01-17
224,Evan,Campbell,UT,1970-02-28,47,M,2013-05-18
311,Oliver,Howard,UT,1962-02-21,55,M,2013-10-18
402,Matthew,Thornton,UT,1985-06-09,31,M,2002-03-24
434,Gordon,Stuart,UT,1987-10-07,29,M,2015-01-25
436,Cornelius,Vincent,UT,1987-09-27,29,M,2006-09-08
456,Lucas,England,UT,1958-09-16,58,M,2014-11-15
506,Juan,Cannon,UT,1966-05-10,50,M,2008-04-12
658,Patrick,Neal,UT,1996-09-07,20,M,2008-07-28
695,Gino,Yates,UT,2003-06-14,13,M,2015-10-18
836,Enrique,Nichols,UT,1963-12-18,53,M,2009-09-24
23,Robert,Kidd,VT,1969-06-25,47,M,2008-04-26
